family,run,rounds_available,plateau_rounds_requested,plateau_rounds_used,plateau_start_round,plateau_end_round,plateau_mcc_mean,plateau_mcc_std,target_fraction,target_mcc,rounds_to_target,reached_and_held_target,peak_mcc,peak_round,peak_threshold,stable_by_cutoff,stability_rank,performance_rank,convergence_rank,practically_tied_with_best,recommended
FedProx,1,18,10,10,71,80,0.30051606556420857,0.0020881526106621374,0.9,0.2704644590077877,50,True,0.3041549038361563,80,0.6,,4,4,3,False,False
FedProx,2,18,10,10,71,80,0.2657377797226984,0.0025922980984130883,0.9,0.23916400175042857,60,True,0.26971357700530724,80,0.55,,5,5,5,False,False
FedProx,3,18,10,10,71,80,0.3146165005598237,0.0008329317249916653,0.9,0.28315485050384137,50,True,0.3158254345341758,78,0.5,,3,3,3,False,False
FedProx,4,18,10,10,71,80,0.35073451616240575,0.0004313241905707575,0.9,0.31566106454616516,20,True,0.3516389226069287,71,0.65,,1,2,1,False,False
FedProx,5,18,10,10,71,80,0.3570767166230557,0.0004816077113827953,0.9,0.32136904496075014,20,True,0.3578590935207078,78,0.6,,2,1,1,False,False
