scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
2048,1,1,0.605549,0.182723,0.666706,25368
2048,1,2,0.697462,0.247035,0.647491,25368
2048,1,3,0.728518,0.283740,0.635816,25368
2048,1,4,0.745719,0.307300,0.626904,25368
2048,1,5,0.757402,0.323374,0.619346,25368
2048,1,6,0.765986,0.334712,0.612678,25368
2048,1,7,0.772529,0.343379,0.606636,25368
2048,1,8,0.777606,0.349924,0.601131,25368
2048,1,9,0.781667,0.355405,0.596081,25368
2048,1,10,0.784930,0.359621,0.591423,25368
2048,1,11,0.787642,0.363127,0.587117,25368
2048,1,12,0.789913,0.366055,0.583125,25368
2048,1,13,0.791845,0.368749,0.579409,25368
2048,1,14,0.793502,0.370945,0.575944,25368
2048,1,15,0.794954,0.372806,0.572708,25368
2048,1,16,0.796246,0.374510,0.569677,25368
2048,1,17,0.797389,0.376009,0.566832,25368
2048,1,18,0.798420,0.377368,0.564159,25368
2048,1,19,0.799362,0.378611,0.561642,25368
2048,1,20,0.800218,0.379821,0.559269,25368
2048,1,21,0.801002,0.380884,0.557029,25368
2048,1,22,0.801737,0.381891,0.554910,25368
2048,1,23,0.802416,0.382765,0.552903,25368
2048,1,24,0.803057,0.383672,0.551001,25368
2048,1,25,0.803663,0.384590,0.549195,25368
2048,1,26,0.804221,0.385394,0.547479,25368
2048,1,27,0.804742,0.386172,0.545847,25368
2048,1,28,0.805238,0.386939,0.544294,25368
2048,1,29,0.805713,0.387572,0.542813,25368
2048,1,30,0.806158,0.388221,0.541402,25368
2048,1,31,0.806578,0.388916,0.540054,25368
2048,1,32,0.806982,0.389495,0.538766,25368
2048,1,33,0.807368,0.390020,0.537536,25368
2048,1,34,0.807736,0.390590,0.536358,25368
2048,1,35,0.808084,0.391177,0.535230,25368
2048,1,36,0.808419,0.391653,0.534149,25368
2048,1,37,0.808734,0.392119,0.533113,25368
2048,1,38,0.809050,0.392598,0.532119,25368
2048,1,39,0.809349,0.393104,0.531166,25368
2048,1,40,0.809639,0.393590,0.530250,25368
2048,1,41,0.809918,0.394078,0.529370,25368
2048,1,42,0.810186,0.394453,0.528525,25368
2048,1,43,0.810451,0.394832,0.527711,25368
2048,1,44,0.810704,0.395215,0.526928,25368
2048,1,45,0.810949,0.395664,0.526174,25368
2048,1,46,0.811181,0.396069,0.525448,25368
2048,1,47,0.811406,0.396424,0.524749,25368
2048,1,48,0.811627,0.396781,0.524075,25368
2048,1,49,0.811840,0.397112,0.523425,25368
2048,1,50,0.812043,0.397434,0.522798,25368
2048,1,51,0.812236,0.397756,0.522193,25368
2048,1,52,0.812426,0.397999,0.521609,25368
2048,1,53,0.812613,0.398147,0.521045,25368
2048,1,54,0.812797,0.398440,0.520501,25368
2048,1,55,0.812971,0.398732,0.519975,25368
2048,1,56,0.813144,0.399016,0.519466,25368
2048,1,57,0.813308,0.399272,0.518975,25368
2048,1,58,0.813470,0.399497,0.518499,25368
2048,1,59,0.813626,0.399774,0.518039,25368
2048,1,60,0.813773,0.400033,0.517594,25368
2048,1,61,0.813919,0.400292,0.517163,25368
2048,1,62,0.814064,0.400491,0.516746,25368
2048,1,63,0.814204,0.400700,0.516342,25368
2048,1,64,0.814341,0.400909,0.515950,25368
2048,1,65,0.814470,0.401096,0.515570,25368
2048,1,66,0.814597,0.401278,0.515202,25368
2048,1,67,0.814719,0.401444,0.514846,25368
2048,1,68,0.814843,0.401600,0.514499,25368
2048,1,69,0.814962,0.401771,0.514163,25368
2048,1,70,0.815073,0.401934,0.513838,25368
2048,1,71,0.815180,0.402096,0.513522,25368
2048,1,72,0.815290,0.402206,0.513215,25368
2048,1,73,0.815394,0.402309,0.512917,25368
2048,1,74,0.815492,0.402428,0.512627,25368
2048,1,75,0.815593,0.402568,0.512346,25368
2048,1,76,0.815693,0.402723,0.512072,25368
2048,1,77,0.815788,0.402875,0.511806,25368
2048,1,78,0.815883,0.403059,0.511548,25368
2048,1,79,0.815974,0.403220,0.511297,25368
2048,1,80,0.816061,0.403367,0.511052,25368
2048,2,1,0.640537,0.227580,0.663486,25368
2048,2,2,0.700886,0.273497,0.643823,25368
2048,2,3,0.728577,0.295654,0.631303,25368
2048,2,4,0.745250,0.310273,0.621275,25368
2048,2,5,0.756367,0.321001,0.612659,25368
2048,2,6,0.764245,0.329167,0.605042,25368
2048,2,7,0.770115,0.335619,0.598230,25368
2048,2,8,0.774632,0.340940,0.592121,25368
2048,2,9,0.778237,0.345267,0.586609,25368
2048,2,10,0.781150,0.348883,0.581629,25368
2048,2,11,0.783565,0.352078,0.577099,25368
2048,2,12,0.785614,0.354817,0.572970,25368
2048,2,13,0.787388,0.357284,0.569197,25368
2048,2,14,0.788935,0.359467,0.565736,25368
2048,2,15,0.790310,0.361506,0.562557,25368
2048,2,16,0.791536,0.363230,0.559626,25368
2048,2,17,0.792656,0.364857,0.556918,25368
2048,2,18,0.793668,0.366395,0.554408,25368
2048,2,19,0.794591,0.367727,0.552081,25368
2048,2,20,0.795455,0.369044,0.549915,25368
2048,2,21,0.796255,0.370296,0.547895,25368
2048,2,22,0.797000,0.371442,0.546011,25368
2048,2,23,0.797698,0.372644,0.544246,25368
2048,2,24,0.798350,0.373702,0.542591,25368
2048,2,25,0.798979,0.374669,0.541037,25368
2048,2,26,0.799576,0.375629,0.539573,25368
2048,2,27,0.800136,0.376480,0.538194,25368
2048,2,28,0.800666,0.377309,0.536893,25368
2048,2,29,0.801175,0.378117,0.535660,25368
2048,2,30,0.801665,0.378908,0.534495,25368
2048,2,31,0.802136,0.379532,0.533388,25368
2048,2,32,0.802586,0.380281,0.532338,25368
2048,2,33,0.803021,0.381019,0.531340,25368
