client_id,samples,positives,negatives,positive_ratio,negative_ratio,label_entropy
41,11,4,7,0.36363636363636365,0.6363636363636364,0.9456603046006401
42,11,0,11,0.0,1.0,0.0
43,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
44,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
45,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
46,11,0,11,0.0,1.0,0.0
47,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
48,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
49,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
50,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
51,11,4,7,0.36363636363636365,0.6363636363636364,0.9456603046006401
52,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
53,11,0,11,0.0,1.0,0.0
54,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
55,11,0,11,0.0,1.0,0.0
56,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
57,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
58,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
59,11,0,11,0.0,1.0,0.0
60,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
61,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
62,11,0,11,0.0,1.0,0.0
63,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
64,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
65,11,0,11,0.0,1.0,0.0
66,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
67,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
68,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
69,11,0,11,0.0,1.0,0.0
70,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
71,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
72,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
73,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
74,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
75,11,0,11,0.0,1.0,0.0
76,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
77,11,0,11,0.0,1.0,0.0
78,11,4,7,0.36363636363636365,0.6363636363636364,0.9456603046006401
79,11,0,11,0.0,1.0,0.0
80,11,7,4,0.6363636363636364,0.36363636363636365,0.9456603046006401
81,11,0,11,0.0,1.0,0.0
82,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
83,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
84,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
85,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
86,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
87,11,4,7,0.36363636363636365,0.6363636363636364,0.9456603046006401
88,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
89,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
90,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
91,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
92,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
93,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
94,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
95,11,0,11,0.0,1.0,0.0
96,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
97,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
98,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
99,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
100,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
101,11,5,6,0.45454545454545453,0.5454545454545454,0.9940302114769565
