cosine_similarity_to_prev,delta_l2_from_prev,file_size_bytes,filename,finite,identical_to_prev,keys_same_as_prev,loadable,max_abs_delta_from_prev,mean_abs_delta_from_prev,num_parameters,num_tensors,param_l2,param_max_abs,param_mean_abs,path,relative_delta_l2_from_prev,round,sha256
0.9999961853027344,0.08443720638751984,158193,model_round_14_run_1.pt,True,False,True,True,0.008455008268356323,0.00025174012989737093,38786,6,27.673118591308594,1.139372706413269,0.0938086062669754,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_14_run_1.pt,0.0030488064844158267,14,85bc88e8b46a223fbcd1f579016725257b118502659811a4d2ed976b575eb840
0.9999948143959045,0.09612791240215302,158193,model_round_15_run_1.pt,True,False,True,True,0.011053398251533508,0.00029015893233008683,38786,6,27.649505615234375,1.1391397714614868,0.09372664988040924,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_15_run_1.pt,0.0034736927854724796,15,6ba1ac5c00fa169aee31f6b8bde6d4604f151500b03b4b38c63c494acdad5d54
0.9999954700469971,0.08716551959514618,158193,model_round_16_run_1.pt,True,False,True,True,0.009334251284599304,0.0002657051372807473,38786,6,27.62504768371582,1.1388384103775024,0.09364129602909088,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_16_run_1.pt,0.0031525163888326295,16,dc50ef7bd9203378b365799b09804f29a631a3033c0f035434af16c4d36ab35c
0.9999955892562866,0.08932175487279892,158193,model_round_17_run_1.pt,True,False,True,True,0.009769484400749207,0.0002630181552376598,38786,6,27.599449157714844,1.137718677520752,0.09355174005031586,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_17_run_1.pt,0.0032333611110996036,17,b7f63f9a8de73201e0ce18762c5b63cdeb015ec28616e8c22ade3dba8384fe92
0.9999963045120239,0.0796593427658081,158193,model_round_18_run_1.pt,True,False,True,True,0.008194535970687866,0.00024183746427297592,38786,6,27.57276725769043,1.1366254091262817,0.0934591293334961,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_18_run_1.pt,0.0028862656754705925,18,c380fb598491dbe07c6abb6ff65cfea16c2a6ce0bec0b564a5fed5541aaf5c8f
0.9999955892562866,0.0822659581899643,158193,model_round_19_run_1.pt,True,False,True,True,0.008905678987503052,0.0002505878219380975,38786,6,27.545040130615234,1.135215163230896,0.09336444735527039,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_19_run_1.pt,0.002983594552593163,19,30575865499dfb8c06a0c340f6d3402c20c6381bff76e271ec1494618035a88a
0.9999968409538269,0.07387978583574295,158193,model_round_20_run_1.pt,True,False,True,True,0.007329754531383514,0.00023116533702705055,38786,6,27.516921997070312,1.1332279443740845,0.09326911717653275,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_20_run_1.pt,0.0026821447885141563,20,eadd9cd3dcf45b8123e5241f5b411b47cd370fa41836e938fb601dd4ee832f0f
0.9999971985816956,0.07423392683267593,158193,model_round_21_run_1.pt,True,False,True,True,0.0066436827182769775,0.0002330496208742261,38786,6,27.488679885864258,1.1313279867172241,0.09317243844270706,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_21_run_1.pt,0.0026977554699097344,21,96e7c3c1c46f15c49734b8270c85c0a265ff00f653515113f8076527e299cbea
0.9999984502792358,0.06931619346141815,158193,model_round_22_run_1.pt,True,False,True,True,0.005687892436981201,0.00022516684839501977,38786,6,27.460254669189453,1.129774808883667,0.09307538717985153,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_22_run_1.pt,0.0025216268569180442,22,f3c02892a92837e2f93932b422e7722a17d1ccdef37a6410cb36b616a74c10a5
0.9999979734420776,0.07188434153795242,158193,model_round_23_run_1.pt,True,False,True,True,0.0060552023351192474,0.00023478195362258703,38786,6,27.431259155273438,1.1281840801239014,0.09297703206539154,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_23_run_1.pt,0.002617759463775368,23,96e75722cbc545bc0822d18f39075bfc666fcb2fa05e50f2d2fe2e4b260e47a1
0.9999973773956299,0.07119110971689224,158193,model_round_24_run_1.pt,True,False,True,True,0.005906924605369568,0.0002357736084377393,38786,6,27.402124404907227,1.1263467073440552,0.09287825971841812,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_24_run_1.pt,0.002595254899307323,24,bf6325b569fa097eb6cc2dfefcbabb3a1c2a9686e2db673c57b9cd7e51e63c96
0.9999975562095642,0.07069701701402664,158193,model_round_25_run_1.pt,True,False,True,True,0.0064774006605148315,0.00023140243138186634,38786,6,27.372411727905273,1.1242722272872925,0.09277699887752533,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_25_run_1.pt,0.002579983068807836,25,bfb8cc7bdf629a84b83f0ce524cb937334bac4cfd0e152bb2a046495db3a0a88
0.9999980330467224,0.06778088957071304,158193,model_round_26_run_1.pt,True,False,True,True,0.006356269121170044,0.00022409393568523228,38786,6,27.34174346923828,1.122180700302124,0.09267272055149078,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_26_run_1.pt,0.002476248357086221,26,9af2f789d28b7543e30517e5c668678a611e1f87a2bf06b7e179989360541f9f
0.9999985098838806,0.06430520117282867,158193,model_round_27_run_1.pt,True,False,True,True,0.004145324230194092,0.00021795743668917567,38786,6,27.31027603149414,1.120125651359558,0.09256630390882492,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_27_run_1.pt,0.002351905658290494,27,31d8e297e5afe30b88d9189d109fa74524379a338f7c133be16d43f882d7e10f
0.9999987483024597,0.06280875951051712,158193,model_round_28_run_1.pt,True,False,True,True,0.004168596118688583,0.00021354992350097746,38786,6,27.278779983520508,1.1184203624725342,0.09245789051055908,result/splits_iid_scaling/splits_iid_32768_clients.json/all_rounds_run_1/model_round_28_run_1.pt,0.0022998214825103278,28,300198160c80c2c6b7b882d310936e2c8aa35dd99f0078468a10254ae9f402e3
