scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
1024,1,1,0.318613,0.095770,2.461761,25368
1024,1,2,0.330481,0.097728,2.081206,25368
1024,1,3,0.364106,0.104265,1.508306,25368
1024,1,4,0.450816,0.134263,0.962706,25368
1024,1,5,0.587877,0.216390,0.788899,25368
1024,1,6,0.626139,0.239251,0.718877,25368
1024,1,7,0.695377,0.287883,0.673263,25368
1024,1,8,0.710291,0.294477,0.658263,25368
1024,1,9,0.747225,0.324683,0.674190,25368
1024,1,10,0.736637,0.310314,0.755355,25368
1024,1,11,0.764221,0.337685,0.942071,25368
1024,1,12,0.760945,0.332549,0.904256,25368
1024,1,13,0.778794,0.350872,0.866815,25368
1024,1,14,0.784127,0.358192,0.748529,25368
1024,1,15,0.786785,0.358564,0.801828,25368
1024,1,16,0.792772,0.367488,0.665457,25368
1024,1,17,0.793971,0.366235,0.679863,25368
1024,1,18,0.796259,0.370830,0.613831,25368
1024,1,19,0.797934,0.370774,0.615897,25368
1024,1,20,0.798194,0.372560,0.582907,25368
1024,1,21,0.800157,0.373325,0.583375,25368
1024,1,22,0.799683,0.373986,0.563551,25368
1024,1,23,0.801882,0.375534,0.560603,25368
1024,1,24,0.800833,0.374942,0.551581,25368
1024,1,25,0.803067,0.377011,0.550825,25368
1024,1,26,0.802251,0.376407,0.543546,25368
1024,1,27,0.804306,0.378713,0.539803,25368
1024,1,28,0.803515,0.377797,0.535698,25368
1024,1,29,0.805333,0.379965,0.532911,25368
1024,1,30,0.804770,0.379262,0.529664,25368
1024,1,31,0.806234,0.381170,0.527651,25368
1024,1,32,0.805807,0.380533,0.525318,25368
1024,1,33,0.807081,0.382329,0.523401,25368
1024,1,34,0.806825,0.381821,0.522322,25368
1024,1,35,0.807869,0.383469,0.520069,25368
1024,1,36,0.807679,0.382915,0.519304,25368
1024,1,37,0.808580,0.384462,0.517857,25368
1024,1,38,0.808533,0.384085,0.516619,25368
1024,1,39,0.809327,0.385552,0.515406,25368
1024,1,40,0.809327,0.385331,0.515306,25368
1024,1,41,0.810013,0.386536,0.513618,25368
1024,1,42,0.810052,0.386408,0.513098,25368
1024,1,43,0.810569,0.387287,0.511866,25368
1024,1,44,0.810695,0.387507,0.511658,25368
1024,1,45,0.811194,0.388352,0.510702,25368
1024,1,46,0.811296,0.388451,0.510584,25368
1024,1,47,0.811704,0.389131,0.509852,25368
1024,1,48,0.811927,0.389514,0.509426,25368
1024,1,49,0.812245,0.390071,0.508807,25368
1024,1,50,0.812436,0.390272,0.508585,25368
1024,1,51,0.812789,0.390916,0.507939,25368
1024,1,52,0.812971,0.391144,0.507655,25368
1024,1,53,0.813268,0.391693,0.507197,25368
1024,1,54,0.813417,0.391868,0.506860,25368
1024,1,55,0.813663,0.392366,0.506506,25368
1024,1,56,0.813904,0.392761,0.506221,25368
1024,1,57,0.814091,0.392997,0.505951,25368
1024,1,58,0.814283,0.393335,0.505614,25368
1024,1,59,0.814495,0.393635,0.505395,25368
1024,1,60,0.814710,0.394028,0.505052,25368
1024,1,61,0.814876,0.394292,0.504824,25368
1024,1,62,0.815062,0.394647,0.504521,25368
1024,1,63,0.815225,0.394933,0.504269,25368
1024,1,64,0.815370,0.395177,0.504032,25368
1024,1,65,0.815514,0.395422,0.503856,25368
1024,1,66,0.815665,0.395773,0.503599,25368
1024,1,67,0.815764,0.395925,0.503434,25368
1024,1,68,0.815932,0.396289,0.503228,25368
1024,1,69,0.816040,0.396470,0.503076,25368
1024,1,70,0.816157,0.396695,0.502907,25368
1024,1,71,0.816254,0.396859,0.502773,25368
1024,1,72,0.816343,0.397014,0.502628,25368
1024,1,73,0.816431,0.397180,0.502502,25368
1024,1,74,0.816513,0.397333,0.502388,25368
1024,1,75,0.816590,0.397486,0.502290,25368
1024,1,76,0.816659,0.397587,0.502195,25368
1024,1,77,0.816717,0.397679,0.502137,25368
1024,1,78,0.816781,0.397788,0.502057,25368
1024,1,79,0.816834,0.397903,0.501977,25368
1024,1,80,0.816890,0.398048,0.501906,25368
1024,2,1,0.384085,0.107050,1.135560,25368
1024,2,2,0.420579,0.117052,0.986585,25368
1024,2,3,0.495557,0.148062,0.836554,25368
1024,2,4,0.573791,0.194986,0.758806,25368
1024,2,5,0.625450,0.231969,0.704218,25368
1024,2,6,0.672949,0.269432,0.660020,25368
1024,2,7,0.708276,0.298877,0.627395,25368
1024,2,8,0.735428,0.321973,0.603763,25368
1024,2,9,0.752794,0.337057,0.586705,25368
1024,2,10,0.766215,0.348569,0.573635,25368
1024,2,11,0.774995,0.356264,0.563759,25368
1024,2,12,0.782347,0.362931,0.555604,25368
1024,2,13,0.786823,0.366913,0.549772,25368
1024,2,14,0.790881,0.370400,0.545158,25368
1024,2,15,0.792895,0.372032,0.541951,25368
1024,2,16,0.796058,0.375041,0.539443,25368
1024,2,17,0.796187,0.374756,0.538803,25368
1024,2,18,0.799461,0.378416,0.538727,25368
1024,2,19,0.797829,0.375643,0.541337,25368
1024,2,20,0.801575,0.380250,0.546953,25368
1024,2,21,0.797765,0.374660,0.555607,25368
1024,2,22,0.801807,0.379620,0.580411,25368
1024,2,23,0.797573,0.374112,0.583093,25368
1024,2,24,0.800962,0.378006,0.624753,25368
1024,2,25,0.801799,0.380400,0.581538,25368
1024,2,26,0.803374,0.380943,0.604531,25368
1024,2,27,0.805012,0.384656,0.564050,25368
1024,2,28,0.806127,0.384733,0.571084,25368
1024,2,29,0.806713,0.386378,0.548778,25368
1024,2,30,0.807965,0.386961,0.550494,25368
1024,2,31,0.807658,0.386863,0.538753,25368
1024,2,32,0.808993,0.388134,0.540572,25368
1024,2,33,0.808447,0.387408,0.532805,25368
1024,2,34,0.809966,0.389231,0.530868,25368
1024,2,35,0.809343,0.388348,0.526400,25368
1024,2,36,0.810677,0.390054,0.524966,25368
1024,2,37,0.809965,0.388878,0.522889,25368
1024,2,38,0.811246,0.390707,0.521011,25368
1024,2,39,0.810679,0.389675,0.519092,25368
1024,2,40,0.811820,0.391387,0.517200,25368
1024,2,41,0.811290,0.390346,0.515947,25368
1024,2,42,0.812253,0.391871,0.514441,25368
1024,2,43,0.811832,0.391007,0.514356,25368
1024,2,44,0.812693,0.392480,0.512884,25368
1024,2,45,0.812349,0.391700,0.512845,25368
1024,2,46,0.813072,0.392949,0.511844,25368
1024,2,47,0.812822,0.392309,0.511606,25368
1024,2,48,0.813438,0.393391,0.510597,25368
1024,2,49,0.813231,0.392844,0.510518,25368
1024,2,50,0.813766,0.393781,0.509696,25368
1024,2,51,0.813655,0.393519,0.509631,25368
1024,2,52,0.814133,0.394315,0.508827,25368
1024,2,53,0.814087,0.394101,0.508824,25368
1024,2,54,0.814442,0.394597,0.508160,25368
1024,2,55,0.814431,0.394524,0.508096,25368
1024,2,56,0.814746,0.394972,0.507519,25368
1024,2,57,0.814754,0.394954,0.507486,25368
1024,2,58,0.815027,0.395334,0.506895,25368
1024,2,59,0.815078,0.395413,0.506758,25368
1024,2,60,0.815288,0.395684,0.506338,25368
1024,2,61,0.815387,0.395874,0.506182,25368
1024,2,62,0.815581,0.396153,0.505875,25368
1024,2,63,0.815674,0.396289,0.505707,25368
1024,2,64,0.815846,0.396466,0.505439,25368
1024,2,65,0.815950,0.396609,0.505280,25368
1024,2,66,0.816088,0.396850,0.505101,25368
1024,2,67,0.816201,0.396973,0.504873,25368
1024,2,68,0.816283,0.397114,0.504719,25368
1024,2,69,0.816378,0.397236,0.504558,25368
1024,2,70,0.816478,0.397367,0.504439,25368
1024,2,71,0.816550,0.397476,0.504312,25368
1024,2,72,0.816621,0.397568,0.504186,25368
1024,2,73,0.816698,0.397695,0.504066,25368
1024,2,74,0.816745,0.397791,0.503996,25368
1024,2,75,0.816810,0.397892,0.503886,25368
1024,2,76,0.816856,0.397934,0.503816,25368
1024,2,77,0.816908,0.398040,0.503750,25368
1024,2,78,0.816954,0.398089,0.503670,25368
1024,2,79,0.816995,0.398165,0.503602,25368
1024,2,80,0.817030,0.398223,0.503542,25368
1024,3,1,0.444501,0.134830,0.912916,25368
1024,3,2,0.476918,0.147438,0.870155,25368
1024,3,3,0.520860,0.165896,0.819385,25368
1024,3,4,0.567030,0.187056,0.764829,25368
1024,3,5,0.618086,0.212844,0.713416,25368
1024,3,6,0.664802,0.240007,0.670532,25368
1024,3,7,0.701080,0.265023,0.636966,25368
1024,3,8,0.727452,0.286810,0.611626,25368
1024,3,9,0.745836,0.304324,0.592582,25368
1024,3,10,0.759029,0.318257,0.578161,25368
1024,3,11,0.769152,0.330085,0.566961,25368
1024,3,12,0.775956,0.338321,0.558519,25368
1024,3,13,0.782990,0.346668,0.552839,25368
1024,3,14,0.782105,0.346465,0.555870,25368
1024,3,15,0.791924,0.356376,0.594784,25368
1024,3,16,0.747600,0.310887,0.821906,25368
1024,3,17,0.785557,0.349601,1.022899,25368
1024,3,18,0.782089,0.358525,0.769788,25368
1024,3,19,0.792053,0.358566,0.929885,25368
1024,3,20,0.795307,0.377913,0.691158,25368
1024,3,21,0.797441,0.365908,0.814097,25368
1024,3,22,0.800207,0.383801,0.643096,25368
1024,3,23,0.801630,0.371658,0.712537,25368
1024,3,24,0.802623,0.385756,0.610722,25368
1024,3,25,0.804416,0.375737,0.649060,25368
1024,3,26,0.804206,0.386385,0.585407,25368
1024,3,27,0.806403,0.378710,0.606836,25368
1024,3,28,0.804939,0.386218,0.572396,25368
1024,3,29,0.807558,0.380285,0.584144,25368
1024,3,30,0.805899,0.386297,0.559526,25368
1024,3,31,0.808425,0.381588,0.567863,25368
1024,3,32,0.806767,0.386552,0.549734,25368
1024,3,33,0.809339,0.383236,0.552535,25368
1024,3,34,0.807384,0.386636,0.543414,25368
1024,3,35,0.809947,0.384122,0.545305,25368
1024,3,36,0.808098,0.386954,0.537819,25368
1024,3,37,0.810513,0.385044,0.537439,25368
1024,3,38,0.808932,0.387360,0.531402,25368
1024,3,39,0.811003,0.385752,0.532285,25368
1024,3,40,0.809370,0.387580,0.529024,25368
1024,3,41,0.811448,0.386441,0.529085,25368
1024,3,42,0.810047,0.388275,0.525905,25368
1024,3,43,0.811922,0.387302,0.524856,25368
1024,3,44,0.810678,0.388826,0.523091,25368
1024,3,45,0.812316,0.387861,0.522062,25368
1024,3,46,0.811226,0.389272,0.520468,25368
1024,3,47,0.812733,0.388705,0.518808,25368
1024,3,48,0.811801,0.389921,0.518121,25368
1024,3,49,0.813141,0.389485,0.515986,25368
1024,3,50,0.812385,0.390566,0.515641,25368
1024,3,51,0.813478,0.390124,0.513799,25368
1024,3,52,0.812855,0.391048,0.513791,25368
1024,3,53,0.813793,0.390633,0.512599,25368
1024,3,54,0.813175,0.391411,0.512924,25368
1024,3,55,0.814129,0.391322,0.511187,25368
1024,3,56,0.813660,0.392067,0.511641,25368
1024,3,57,0.814446,0.391959,0.510038,25368
1024,3,58,0.814104,0.392705,0.510336,25368
1024,3,59,0.814770,0.392519,0.508877,25368
1024,3,60,0.814516,0.393259,0.509055,25368
1024,3,61,0.815093,0.393278,0.507809,25368
1024,3,62,0.814895,0.393853,0.508283,25368
1024,3,63,0.815374,0.393736,0.507186,25368
1024,3,64,0.815195,0.394232,0.507561,25368
1024,3,65,0.815609,0.394437,0.506318,25368
1024,3,66,0.815581,0.394781,0.506408,25368
1024,3,67,0.815806,0.394912,0.505842,25368
1024,3,68,0.815880,0.395200,0.505747,25368
1024,3,69,0.815987,0.395324,0.505558,25368
1024,3,70,0.816078,0.395341,0.505384,25368
1024,3,71,0.816146,0.395548,0.505293,25368
1024,3,72,0.816227,0.395670,0.505156,25368
1024,3,73,0.816284,0.395803,0.505059,25368
1024,3,74,0.816353,0.395922,0.504965,25368
1024,3,75,0.816408,0.396005,0.504864,25368
1024,3,76,0.816462,0.396113,0.504791,25368
1024,3,77,0.816511,0.396204,0.504740,25368
1024,3,78,0.816558,0.396259,0.504636,25368
1024,3,79,0.816598,0.396318,0.504574,25368
1024,3,80,0.816649,0.396409,0.504500,25368
1024,4,1,0.564842,0.192316,0.859047,25368
1024,4,2,0.599383,0.211320,0.772600,25368
1024,4,3,0.643111,0.236995,0.708768,25368
1024,4,4,0.676663,0.258033,0.676043,25368
1024,4,5,0.701460,0.274742,0.648534,25368
1024,4,6,0.723948,0.291564,0.624508,25368
1024,4,7,0.741816,0.306431,0.604753,25368
1024,4,8,0.755575,0.318809,0.589164,25368
1024,4,9,0.766543,0.329637,0.576581,25368
1024,4,10,0.774805,0.338175,0.566288,25368
1024,4,11,0.781662,0.345716,0.557725,25368
1024,4,12,0.787001,0.351839,0.550524,25368
1024,4,13,0.791168,0.356761,0.544791,25368
1024,4,14,0.794265,0.360423,0.540260,25368
1024,4,15,0.796617,0.363133,0.536605,25368
1024,4,16,0.799063,0.366497,0.533519,25368
1024,4,17,0.800273,0.367620,0.531256,25368
1024,4,18,0.802593,0.371103,0.529670,25368
1024,4,19,0.802520,0.369882,0.529256,25368
1024,4,20,0.805302,0.374931,0.530535,25368
1024,4,21,0.803416,0.370158,0.535291,25368
1024,4,22,0.806996,0.378207,0.551573,25368
1024,4,23,0.801967,0.367158,0.571623,25368
1024,4,24,0.806042,0.377925,0.640413,25368
1024,4,25,0.802314,0.368114,0.628792,25368
1024,4,26,0.805057,0.376844,0.722636,25368
1024,4,27,0.808757,0.380187,0.602632,25368
1024,4,28,0.809197,0.383130,0.633500,25368
1024,4,29,0.811783,0.385851,0.563150,25368
1024,4,30,0.812156,0.387320,0.565312,25368
1024,4,31,0.812684,0.386909,0.541665,25368
1024,4,32,0.813290,0.388538,0.542325,25368
1024,4,33,0.813100,0.387049,0.531210,25368
1024,4,34,0.813965,0.389205,0.530323,25368
1024,4,35,0.813469,0.387114,0.523700,25368
1024,4,36,0.814424,0.389499,0.522777,25368
