scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
256,1,1,0.639248,0.211373,0.657406,25368
256,1,2,0.696835,0.254159,0.642327,25368
256,1,3,0.722353,0.276808,0.632709,25368
256,1,4,0.738922,0.292826,0.624276,25368
256,1,5,0.750421,0.304617,0.616730,25368
256,1,6,0.758864,0.313697,0.609937,25368
256,1,7,0.765274,0.320905,0.603759,25368
256,1,8,0.770304,0.326760,0.598097,25368
256,1,9,0.774380,0.331739,0.592897,25368
256,1,10,0.777749,0.335848,0.588124,25368
256,1,11,0.780566,0.339351,0.583714,25368
256,1,12,0.782967,0.342467,0.579638,25368
256,1,13,0.785032,0.345231,0.575862,25368
256,1,14,0.786846,0.347710,0.572354,25368
256,1,15,0.788448,0.350074,0.569096,25368
256,1,16,0.789881,0.352098,0.566058,25368
256,1,17,0.791181,0.353970,0.563221,25368
256,1,18,0.792359,0.355743,0.560568,25368
256,1,19,0.793437,0.357377,0.558084,25368
256,1,20,0.794437,0.358850,0.555757,25368
256,1,21,0.795352,0.360269,0.553571,25368
256,1,22,0.796206,0.361674,0.551515,25368
256,1,23,0.796995,0.362905,0.549580,25368
256,1,24,0.797731,0.363976,0.547757,25368
256,1,25,0.798426,0.365151,0.546034,25368
256,1,26,0.799071,0.366222,0.544410,25368
256,1,27,0.799678,0.367189,0.542873,25368
256,1,28,0.800251,0.368130,0.541420,25368
256,1,29,0.800792,0.368949,0.540042,25368
256,1,30,0.801309,0.369773,0.538735,25368
256,1,31,0.801803,0.370549,0.537495,25368
256,1,32,0.802270,0.371286,0.536316,25368
256,1,33,0.802711,0.372005,0.535196,25368
256,1,34,0.803128,0.372708,0.534131,25368
256,1,35,0.803537,0.373344,0.533116,25368
256,1,36,0.803922,0.373972,0.532149,25368
256,1,37,0.804289,0.374516,0.531227,25368
256,1,38,0.804638,0.375081,0.530347,25368
256,1,39,0.804979,0.375590,0.529506,25368
256,1,40,0.805313,0.376111,0.528704,25368
256,1,41,0.805622,0.376588,0.527937,25368
256,1,42,0.805922,0.377062,0.527202,25368
256,1,43,0.806214,0.377562,0.526499,25368
256,1,44,0.806495,0.377961,0.525826,25368
256,1,45,0.806765,0.378399,0.525179,25368
256,1,46,0.807035,0.378771,0.524559,25368
256,1,47,0.807285,0.379126,0.523964,25368
256,1,48,0.807525,0.379531,0.523392,25368
256,1,49,0.807764,0.379883,0.522843,25368
256,1,50,0.807998,0.380222,0.522314,25368
256,1,51,0.808218,0.380587,0.521806,25368
256,1,52,0.808430,0.380883,0.521316,25368
256,1,53,0.808637,0.381178,0.520844,25368
256,1,54,0.808838,0.381460,0.520389,25368
256,1,55,0.809026,0.381743,0.519950,25368
256,1,56,0.809216,0.382032,0.519527,25368
256,1,57,0.809398,0.382264,0.519118,25368
256,1,58,0.809578,0.382515,0.518723,25368
256,1,59,0.809751,0.382787,0.518341,25368
256,1,60,0.809915,0.383031,0.517972,25368
256,1,61,0.810073,0.383250,0.517615,25368
256,1,62,0.810237,0.383470,0.517269,25368
256,1,63,0.810394,0.383691,0.516934,25368
256,1,64,0.810548,0.383928,0.516610,25368
256,1,65,0.810695,0.384139,0.516295,25368
256,1,66,0.810838,0.384340,0.515990,25368
256,1,67,0.810977,0.384539,0.515694,25368
256,1,68,0.811118,0.384734,0.515407,25368
256,1,69,0.811256,0.384940,0.515128,25368
256,1,70,0.811390,0.385120,0.514857,25368
256,1,71,0.811525,0.385307,0.514593,25368
256,1,72,0.811651,0.385487,0.514337,25368
256,1,73,0.811776,0.385639,0.514087,25368
256,1,74,0.811900,0.385833,0.513844,25368
256,1,75,0.812021,0.385998,0.513608,25368
256,1,76,0.812132,0.386144,0.513378,25368
256,1,77,0.812245,0.386271,0.513154,25368
256,1,78,0.812355,0.386400,0.512935,25368
256,1,79,0.812462,0.386537,0.512722,25368
256,1,80,0.812570,0.386645,0.512514,25368
256,2,1,0.732988,0.296522,0.629761,25368
256,2,2,0.748200,0.309514,0.617875,25368
256,2,3,0.759805,0.320774,0.608669,25368
256,2,4,0.768644,0.329839,0.600679,25368
256,2,5,0.775128,0.336839,0.593614,25368
256,2,6,0.780014,0.342460,0.587346,25368
256,2,7,0.783777,0.346969,0.581773,25368
256,2,8,0.786782,0.350774,0.576802,25368
256,2,9,0.789225,0.353817,0.572309,25368
256,2,10,0.791273,0.356554,0.568252,25368
