scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
4096,1,1,0.357843,0.105157,1.362082,25368
4096,1,2,0.467797,0.131993,0.932029,25368
4096,1,3,0.659034,0.229750,0.885834,25368
4096,1,4,0.741078,0.303375,0.615781,25368
4096,1,5,0.791680,0.358619,0.687634,25368
4096,1,6,0.804049,0.378764,0.606397,25368
4096,1,7,0.809865,0.386617,0.584382,25368
4096,1,8,0.804670,0.371328,0.631386,25368
4096,1,9,0.808317,0.377236,0.542891,25368
4096,1,10,0.806653,0.370846,0.535292,25368
4096,1,11,0.790513,0.338036,0.562179,25368
4096,1,12,0.811953,0.381465,0.518070,25368
4096,1,13,0.814047,0.388322,0.509347,25368
4096,1,14,0.816448,0.395375,0.520041,25368
4096,1,15,0.816216,0.396576,0.516964,25368
4096,1,16,0.813238,0.392273,0.506469,25368
4096,1,17,0.813111,0.392162,0.508974,25368
4096,1,18,0.816424,0.397540,0.501522,25368
4096,1,19,0.819109,0.401941,0.507932,25368
4096,1,20,0.820152,0.402116,0.505058,25368
4096,1,21,0.820699,0.401423,0.495988,25368
4096,1,22,0.821212,0.401583,0.497304,25368
4096,1,23,0.822392,0.403711,0.495267,25368
4096,1,24,0.823249,0.405374,0.496279,25368
4096,1,25,0.823454,0.406167,0.500635,25368
4096,1,26,0.823811,0.407751,0.496035,25368
4096,1,27,0.823909,0.408788,0.492628,25368
4096,1,28,0.823975,0.410009,0.492693,25368
4096,1,29,0.824530,0.412470,0.491308,25368
4096,1,30,0.825228,0.415357,0.492821,25368
4096,1,31,0.825742,0.417673,0.494577,25368
4096,1,32,0.826055,0.419642,0.492099,25368
4096,1,33,0.826061,0.420145,0.489864,25368
4096,1,34,0.826182,0.420561,0.489835,25368
4096,1,35,0.826643,0.421536,0.489398,25368
4096,1,36,0.827231,0.422660,0.490264,25368
4096,1,37,0.827619,0.422967,0.491765,25368
4096,1,38,0.827729,0.422346,0.490356,25368
4096,1,39,0.827614,0.421385,0.488502,25368
4096,1,40,0.827521,0.420333,0.488169,25368
4096,1,41,0.827655,0.419835,0.488023,25368
4096,1,42,0.827925,0.419490,0.488650,25368
4096,1,43,0.828132,0.419279,0.489686,25368
4096,1,44,0.828278,0.419220,0.489044,25368
4096,1,45,0.828363,0.419595,0.487676,25368
4096,2,1,0.607748,0.190396,0.756867,25368
4096,2,2,0.684885,0.243059,0.676200,25368
