strategy,scaling_point,run,checkpoint_selection,selected_round,selected_checkpoint,threshold_regime,selected_threshold,minimum_validation_recall_requirement,validation_candidate_threshold_count,validation_eligible_threshold_count,validation_roc_auc,validation_average_precision,test_roc_auc,test_average_precision,validation_tp,validation_fp,validation_tn,validation_fn,validation_mcc,validation_recall,validation_specificity,validation_precision,validation_f1,validation_balanced_accuracy,test_tp,test_fp,test_tn,test_fn,test_mcc,test_recall,test_specificity,test_precision,test_f1,test_accuracy,test_balanced_accuracy,test_false_positive_rate,test_false_negative_rate,test_predicted_positive_rate,test_false_positives_per_1000_negatives,validation_n_samples,test_n_samples
SCAFFOLD,512,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_512_clients.json/SCAFFOLD/bestPRROC/run_5/model_round_80_run_5.pt,mcc_optimal,0.6431205868721008,,24657,,0.8122094352455969,0.3930339712697618,0.810160023406334,0.3915097085864467,2409,4797,17036,1126,0.3545982783858965,0.6814710042432814,0.7802867219346861,0.3343047460449625,0.4485615864444651,0.7308788630889838,4776,9846,33822,2293,0.3441696495373977,0.6756259725562315,0.7745259686727123,0.3266311038161674,0.4403669724770642,0.7607465951869444,0.7250759706144718,0.2254740313272877,0.3243740274437685,0.2881920491948676,225.47403132728772,25368,50737
SCAFFOLD,1024,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_1024_clients.json/SCAFFOLD/bestPRROC/run_1/model_round_80_run_1.pt,mcc_optimal,0.6358011960983276,,24661,,0.8124152213429822,0.3971661777341985,0.8096038246145736,0.3884900401935959,2461,5049,16784,1074,0.352694352825399,0.6961810466760961,0.7687445609856639,0.3276964047936085,0.4456315074694432,0.73246280383088,4917,10441,33227,2152,0.3440608771869187,0.6955722167208941,0.7609004305212055,0.3201588748534965,0.4384893209078343,0.7517984902536611,0.7282363236210498,0.2390995694787945,0.3044277832791059,0.3026982281175474,239.0995694787945,25368,50737
SCAFFOLD,1024,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_1024_clients.json/SCAFFOLD/bestPRROC/run_2/model_round_80_run_2.pt,mcc_optimal,0.6590886116027832,,24654,,0.8118548728936401,0.3894068156300501,0.8094801532540061,0.3817499920344619,2326,4573,17260,1209,0.3490887327321113,0.657991513437058,0.7905464205560391,0.337150311639368,0.4458501054245735,0.7242689669965485,4660,9254,34414,2409,0.3471946988776182,0.6592162965058707,0.7880828066318586,0.3349144746298692,0.4441690892627365,0.7701283087293297,0.7236495515688646,0.2119171933681414,0.3407837034941293,0.2742377357746812,211.9171933681414,25368,50737
SCAFFOLD,1024,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_1024_clients.json/SCAFFOLD/bestPRROC/run_3/model_round_80_run_3.pt,mcc_optimal,0.6270081996917725,,24661,,0.8162627573289879,0.3997636045782219,0.8138895348462782,0.3940186617027615,2489,5007,16826,1046,0.36035736585534,0.7041018387553041,0.7706682544771676,0.3320437566702241,0.4512736832562777,0.7373850466162358,4972,10324,33344,2097,0.3523487499138258,0.7033526665723582,0.7635797380232665,0.3250523012552301,0.4446232953275207,0.7551885211975481,0.7334662022978123,0.2364202619767335,0.2966473334276418,0.3014762402191694,236.42026197673349,25368,50737
SCAFFOLD,1024,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_1024_clients.json/SCAFFOLD/bestPRROC/run_4/model_round_80_run_4.pt,mcc_optimal,0.6589493751525879,,24652,,0.8165586189780196,0.3970252986369649,0.8128348636303612,0.3925703576804051,2353,4469,17364,1182,0.3600096506453532,0.6656294200848656,0.7953098520588101,0.3449135150982116,0.4543786810852563,0.7304696360718379,4673,9232,34436,2396,0.3490834726620522,0.6610553119253076,0.7885866080425025,0.3360661632506292,0.4455993134356822,0.7708181406074462,0.724820959983905,0.2114133919574975,0.3389446880746923,0.2740603504345941,211.4133919574975,25368,50737
SCAFFOLD,1024,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_1024_clients.json/SCAFFOLD/bestPRROC/run_5/model_round_80_run_5.pt,mcc_optimal,0.6331361532211304,,24655,,0.8136927277013613,0.3950800308621862,0.8097420575521989,0.3910308524467078,2504,5251,16582,1031,0.3516729788575793,0.7083451202263084,0.7594925113360509,0.3228884590586718,0.4435783879539415,0.7339188157811796,4995,10693,32975,2074,0.345965426230628,0.7066063092375159,0.7551296143629203,0.3183962264150943,0.4389858065650129,0.7483690403453102,0.7308679618002181,0.2448703856370797,0.2933936907624841,0.3092023572540749,244.87038563707975,25368,50737
SCAFFOLD,2048,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_2048_clients.json/SCAFFOLD/bestPRROC/run_1/model_round_80_run_1.pt,mcc_optimal,0.6652895212173462,,24660,,0.816061033182903,0.403367097797021,0.813998482654515,0.3966005851385301,2219,4004,17829,1316,0.3576268453750006,0.6277227722772277,0.8166078871433151,0.3565804274465692,0.45480631276901,0.7221653297102715,4444,8251,35417,2625,0.3515449440872011,0.6286603479983024,0.8110515709443986,0.3500590783773139,0.4497065371382311,0.7856396712458363,0.7198559594713505,0.1889484290556013,0.3713396520016976,0.2502118769339929,188.9484290556014,25368,50737
SCAFFOLD,2048,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_2048_clients.json/SCAFFOLD/bestPRROC/run_2/model_round_80_run_2.pt,mcc_optimal,0.6459386944770813,,24656,,0.8137674429874038,0.3967599217401107,0.8107784223227428,0.3884256011824172,2384,4687,17146,1151,0.3550733478372986,0.6743988684582743,0.7853249667933861,0.3371517465704992,0.4495568546105978,0.7298619176258303,4721,9591,34077,2348,0.3449000171206661,0.6678455227047673,0.7803654850233581,0.3298630519843488,0.4416070342827744,0.7646884916333248,0.7241055038640627,0.2196345149766418,0.3321544772952327,0.2820821097029781,219.63451497664187,25368,50737
SCAFFOLD,2048,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_2048_clients.json/SCAFFOLD/bestPRROC/run_3/model_round_80_run_3.pt,mcc_optimal,0.6464240550994873,,24664,,0.8135020751258865,0.3946968478476983,0.8099900676114593,0.3908137500933158,2411,4791,17042,1124,0.3553033033170787,0.6820367751060821,0.7805615352906151,0.3347681199666759,0.4491012387072739,0.7312991551983485,4808,9903,33765,2261,0.3460091633596971,0.6801527797425378,0.773220665017862,0.3268302630684522,0.4415059687786961,0.7602538581311469,0.7266867223801999,0.2267793349821379,0.3198472202574621,0.2899461931135069,226.779334982138,25368,50737
SCAFFOLD,2048,4,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_2048_clients.json/SCAFFOLD/bestPRROC/run_4/model_round_80_run_4.pt,mcc_optimal,0.6516199707984924,,24656,,0.8110584907382651,0.386219354558508,0.8091879239451714,0.38129789429277,2314,4456,17377,1221,0.3527124965728808,0.6545968882602546,0.7959052809966565,0.3418020679468242,0.449102377486657,0.7252510846284556,4604,9062,34606,2465,0.3464053889342068,0.6512943839298345,0.7924796189429331,0.3368944826576906,0.4440800578731613,0.7728087983128683,0.7218870014363838,0.2075203810570669,0.3487056160701655,0.2693497841811695,207.52038105706697,25368,50737
