strategy,threshold_regime,scaling_point,n_runs,selected_threshold_mean,selected_threshold_std,selected_threshold_min,selected_threshold_max,test_mcc_mean,test_mcc_std,test_mcc_min,test_mcc_max,test_recall_mean,test_recall_std,test_recall_min,test_recall_max,test_specificity_mean,test_specificity_std,test_specificity_min,test_specificity_max,validation_mcc_mean,validation_mcc_std,validation_mcc_min,validation_mcc_max,validation_recall_mean,validation_recall_std,validation_recall_min,validation_recall_max,validation_specificity_mean,validation_specificity_std,validation_specificity_min,validation_specificity_max,test_precision_mean,test_precision_std,test_precision_min,test_precision_max,test_f1_mean,test_f1_std,test_f1_min,test_f1_max,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_false_positive_rate_mean,test_false_positive_rate_std,test_false_positive_rate_min,test_false_positive_rate_max,test_false_positives_per_1000_negatives_mean,test_false_positives_per_1000_negatives_std,test_false_positives_per_1000_negatives_min,test_false_positives_per_1000_negatives_max
SCAFFOLD,mcc_optimal,2,5,0.7045433998107911,0.0321781050217314,0.6704472899436951,0.7436056733131409,0.36385006124823605,0.0014449023421358152,0.3620286391947587,0.3656185454902046,0.6525109633611544,0.05117643554345667,0.5904654123638421,0.7056160701655114,0.805725016030045,0.0320883858498081,0.7720527617477329,0.8429742603279289,0.3739306838959444,0.00282663947285651,0.3704337197878793,0.3779906637325699,0.6574257425742573,0.050628984927832334,0.6,0.7097595473833097,0.8111391013603262,0.031060640336825315,0.7789584573810288,0.8479824119452205,0.3543731723846737,0.020104056780769743,0.3338241199303975,0.3783881787689239,0.4577680290296021,0.004297762307432862,0.4529543481241146,0.4613423959218352,0.7291179896955997,0.009598215260561701,0.7167198363458855,0.7388344159566221,0.1942749839699551,0.0320883858498081,0.1570257396720711,0.2279472382522671,194.27498396995512,32.08838584980809,157.02573967207113,227.9472382522671
SCAFFOLD,mcc_optimal,4,5,0.6913793087005615,0.02261747381687188,0.6571599245071411,0.7125195860862732,0.35844730684091625,0.001756310764116343,0.3558169135642364,0.3603520371699088,0.6653557787522988,0.02835023824843793,0.6399773659640685,0.7105672655255341,0.7938032426490794,0.01869672365782635,0.7641751396903911,0.8099294678025099,0.36832564328799094,0.0024367198960576772,0.3646473908409237,0.370761657073945,0.668005657708628,0.027351964010660042,0.6427157001414427,0.7089108910891089,0.8006778729446251,0.018315433392399518,0.7714926945449548,0.8172491183071497,0.34374082521034954,0.010469085928803332,0.3278506624893936,0.353683226911696,0.45286951739695713,0.0030586538668367557,0.4486824475212148,0.4562302244990206,0.7295795107006892,0.004904205004878624,0.7248618166268085,0.7373712026079626,0.20619675735092055,0.018696723657826358,0.1900705321974901,0.2358248603096089,206.19675735092056,18.696723657826347,190.07053219749017,235.8248603096089
SCAFFOLD,mcc_optimal,8,5,0.6822629928588867,0.03849003392436244,0.6358501315116882,0.7234405279159546,0.3560605471491926,0.002504433597195589,0.3533644240688878,0.3589330314419102,0.669260149950488,0.05741060373900143,0.6002263403593153,0.7373037204696562,0.7881744068883394,0.03797661668862589,0.7420078776220573,0.8307914262159934,0.3686536580247944,0.0072133772116803946,0.3609248075745066,0.3760336285309245,0.6745685997171146,0.05363070602083983,0.6076379066478076,0.7366336633663366,0.7957312325379015,0.03787103815252532,0.749507626070627,0.8378143177758439,0.340898950582884,0.02129326594430169,0.3163005219079985,0.3647696011004127,0.44993270511937855,0.005860954882714858,0.4426890899052958,0.4560641324023791,0.7287172784194137,0.009854799067146957,0.7155088832876544,0.7396557990458568,0.2118255931116607,0.0379766166886259,0.1692085737840065,0.2579921223779426,211.82559311166074,37.97661668862588,169.20857378400655,257.9921223779427
SCAFFOLD,mcc_optimal,16,5,0.6986555933952332,0.013273042975355349,0.6827667355537415,0.7148647904396057,0.3548153686231842,0.004375076389113842,0.3486059537021707,0.3601208877591901,0.639807610694582,0.024995586779934718,0.6138067619182346,0.6722308671665016,0.8067829989923971,0.013826306990674908,0.7912430154804433,0.822822203902171,0.3659367626181588,0.004040272372859641,0.3602122280220362,0.3696857386923596,0.6449787835926449,0.020439328887758183,0.6226308345120226,0.6664780763790665,0.8128612650574819,0.013175024437068302,0.7981495900700774,0.829066092612101,0.3493345965275993,0.007874187638131205,0.3404457435147972,0.3593077177873468,0.45162583622063474,0.003076256822440255,0.4476622648243512,0.4542823780271107,0.7232953048434896,0.0059642412493812295,0.7171471190177332,0.7317369413234724,0.19321700100760278,0.013826306990674914,0.177177796097829,0.2087569845195567,193.21700100760282,13.826306990674908,177.17779609782903,208.7569845195567
SCAFFOLD,mcc_optimal,32,5,0.6968073010444641,0.011081618794844606,0.6864193677902222,0.7101534605026245,0.3475975414649906,0.003025024761165434,0.3425535427902049,0.3504946151490438,0.6152779742537842,0.01701015000780354,0.5972556231433017,0.6365822605743386,0.8158193642942202,0.010407725180716181,0.8041815517083448,0.8270816158285244,0.360288855289734,0.003286694725785508,0.3567038486641234,0.3649258105080294,0.6218387553041017,0.013312757915474939,0.6062234794908062,0.637057991513437,0.8221316355974901,0.009910103070398331,0.8111574222507214,0.8326386662391793,0.351226980987151,0.006958307068734489,0.3437671179278503,0.3586171748917013,0.4470054287578362,0.0025182160280586762,0.442664248286981,0.449137843077237,0.7155486692740021,0.00366935225899926,0.712168619485913,0.7203819061413417,0.18418063570577994,0.010407725180716178,0.1729183841714756,0.1958184482916551,184.18063570577993,10.407725180716183,172.91838417147565,195.8184482916552
SCAFFOLD,mcc_optimal,64,5,0.6743318796157837,0.028206025510427505,0.6361967325210571,0.7072818875312805,0.3482531456209748,0.0026114244570335835,0.3443693738026847,0.3506238191650839,0.6432593011741405,0.036910577059060784,0.5998019521855991,0.6903380959117272,0.7987771365759824,0.021916348412513175,0.7695795548227535,0.8226161033250893,0.35909299860421445,0.004052303508073233,0.3560779816836204,0.3661180992959176,0.6467892503536068,0.03468814475798322,0.6008486562942008,0.6893917963224894,0.805743599138918,0.022458774853117786,0.7764393349516786,0.8319974350753446,0.34184745882069945,0.011398090166225287,0.3265961718645429,0.3537460370432171,0.4457821581987501,0.0019972874279812394,0.4434146563082095,0.4488931470929353,0.7210182188750615,0.007593663162195431,0.7112090277553442,0.7299588253672404,0.20122286342401755,0.021916348412513168,0.1773838966749107,0.2304204451772464,201.2228634240176,21.916348412513177,177.38389667491072,230.42044517724648
SCAFFOLD,mcc_optimal,128,5,0.6598862648010254,0.01571499056591915,0.6437990665435791,0.6833683252334595,0.34787253985723054,0.0035228413057283034,0.3422969714141602,0.3511875912471257,0.6605460461168482,0.029812677672068858,0.6235676899137077,0.7008063375300608,0.7875698451955666,0.01759760489639091,0.7628698360355409,0.8064257579921223,0.35933032143713806,0.004426276395718456,0.353310754337475,0.3645978635294138,0.6687411598302687,0.02941940484471409,0.628005657708628,0.7032531824611032,0.7924334722667522,0.01837489749666958,0.7675995053359593,0.8128979068382723,0.33529031398032816,0.00846604027110623,0.3236004964400026,0.3439009661835748,0.4444176317081494,0.0024432971022174737,0.4423482187656798,0.4484914111335334,0.7240579456562074,0.0063263291374766875,0.714996723952915,0.7318380867828009,0.2124301548044334,0.01759760489639091,0.1935742420078776,0.237130163964459,212.43015480443347,17.597604896390912,193.57424200787764,237.1301639644591
SCAFFOLD,mcc_optimal,256,5,0.6497722864151001,0.01996868336985855,0.6179307103157043,0.6645228266716003,0.34659047245894586,0.0061654968593472135,0.3391322865116095,0.3561789778533161,0.6781723015985288,0.020898215094207806,0.6568114301881455,0.7114160418729665,0.7748969497114593,0.014485312424014199,0.751900705321975,0.7872813043876523,0.35780179787711347,0.005962253661939831,0.3511707194927767,0.363590857761656,0.6837906647807638,0.02121489857907317,0.667043847241867,0.7165487977369166,0.7814317775843905,0.016477505965892588,0.7543168597993862,0.7958594787706682,0.3281368458304712,0.008217198655596223,0.3170270440648049,0.3385742743312464,0.4420685441336391,0.005250026978708474,0.4369521866159625,0.4505562130177515,0.726534625654994,0.004721031212746493,0.7211997840856651,0.7316583735974707,0.22510305028854072,0.014485312424014192,0.2127186956123476,0.248099294678025,225.10305028854077,14.485312424014193,212.7186956123477,248.09929467802505
SCAFFOLD,mcc_optimal,512,5,0.6669495344161988,0.029395251096497054,0.6431205868721008,0.7132567167282104,0.3476933950976976,0.004994464594822389,0.3441696495373977,0.3563962858852123,0.6499363417739425,0.0426525480491196,0.5873532324232564,0.6829820342339793,0.7938994229183842,0.02522973968073571,0.7741824677109096,0.8313410277548777,0.3594317201098781,0.007578186115750788,0.35186965249946,0.3693510979812809,0.6565770862800566,0.04444228262790429,0.5929278642149929,0.6922206506364922,0.7999908395548024,0.023541885240099387,0.7802867219346861,0.8355242064764348,0.3391011052552967,0.014074981126107016,0.3266311038161674,0.3605105496222974,0.44475603803348146,0.0037375664658348563,0.4403669724770642,0.4499114714378902,0.7219178823461634,0.009101255045739706,0.709347130089067,0.7319714604622309,0.20610057708161583,0.025229739680735733,0.1686589722451222,0.2258175322890904,206.10057708161585,25.22973968073571,168.65897224512227,225.8175322890904
SCAFFOLD,mcc_optimal,1024,5,0.6427967071533203,0.015148228272190936,0.6270081996917725,0.6590886116027832,0.3477306449742086,0.003163363203541549,0.3440608771869187,0.3523487499138258,0.6851605601923894,0.02320260379013238,0.6592162965058707,0.7066063092375159,0.7712558395163507,0.015888002763889436,0.7551296143629203,0.7885866080425025,0.3547646161831565,0.005119792478181218,0.3490887327321113,0.36035736585534,0.6864497878359265,0.023070863528543404,0.657991513437058,0.7083451202263084,0.7769523198827463,0.015276618239423292,0.7594925113360509,0.7953098520588101,0.32691760808086384,0.008207005028983319,0.3183962264150943,0.3360661632506292,0.4423733650997573,0.0033635883397235833,0.4384893209078343,0.4455993134356822,0.72820819985437,0.004091954984511938,0.7236495515688646,0.7334662022978123,0.22874416048364932,0.015888002763889422,0.2114133919574975,0.2448703856370797,228.74416048364932,15.888002763889443,211.4133919574975,244.87038563707975
