scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
512,1,1,0.547802,0.163433,0.836803,25368
512,1,2,0.564852,0.169892,0.800820,25368
512,1,3,0.594739,0.182018,0.755251,25368
512,1,4,0.636485,0.201185,0.708348,25368
512,1,5,0.677925,0.223939,0.665934,25368
512,1,6,0.709715,0.245807,0.631197,25368
512,1,7,0.734427,0.267425,0.604147,25368
512,1,8,0.751222,0.285998,0.583977,25368
512,1,9,0.764533,0.303794,0.568859,25368
512,1,10,0.773316,0.317254,0.557562,25368
512,1,11,0.781436,0.330772,0.549446,25368
512,1,12,0.785477,0.337683,0.544008,25368
512,1,13,0.791609,0.348296,0.545298,25368
512,1,14,0.788655,0.343030,0.564967,25368
512,1,15,0.794457,0.353464,0.670545,25368
512,1,16,0.777015,0.326258,0.794078,25368
512,1,17,0.790663,0.348470,0.936145,25368
512,1,18,0.800833,0.368694,0.680552,25368
512,1,19,0.797650,0.359194,0.801795,25368
512,1,20,0.806592,0.379606,0.613990,25368
512,1,21,0.804284,0.370334,0.651041,25368
512,1,22,0.808364,0.381111,0.577517,25368
512,1,23,0.807267,0.374928,0.597195,25368
512,1,24,0.808983,0.380645,0.556992,25368
512,1,25,0.808857,0.377466,0.570215,25368
512,1,26,0.809576,0.380899,0.544176,25368
512,1,27,0.810143,0.379646,0.551893,25368
512,1,28,0.810171,0.381176,0.535830,25368
512,1,29,0.811053,0.381150,0.540392,25368
512,1,30,0.810746,0.381730,0.529831,25368
512,1,31,0.811739,0.382118,0.533195,25368
512,1,32,0.811271,0.382200,0.525592,25368
512,1,33,0.812299,0.383092,0.528945,25368
512,1,34,0.811793,0.382877,0.522528,25368
512,1,35,0.812871,0.384088,0.524219,25368
512,1,36,0.812548,0.384031,0.518094,25368
512,1,37,0.813482,0.385217,0.519671,25368
512,1,38,0.813186,0.384951,0.515209,25368
512,1,39,0.814028,0.386191,0.515468,25368
512,1,40,0.813696,0.385799,0.513235,25368
512,1,41,0.814450,0.386898,0.513332,25368
512,1,42,0.814331,0.386916,0.510270,25368
512,1,43,0.814902,0.387711,0.510083,25368
512,1,44,0.814759,0.387587,0.508512,25368
