strategy,threshold_regime,scaling_point,n_runs,selected_threshold_mean,selected_threshold_std,selected_threshold_min,selected_threshold_max,test_mcc_mean,test_mcc_std,test_mcc_min,test_mcc_max,test_recall_mean,test_recall_std,test_recall_min,test_recall_max,test_specificity_mean,test_specificity_std,test_specificity_min,test_specificity_max,validation_mcc_mean,validation_mcc_std,validation_mcc_min,validation_mcc_max,validation_recall_mean,validation_recall_std,validation_recall_min,validation_recall_max,validation_specificity_mean,validation_specificity_std,validation_specificity_min,validation_specificity_max,test_precision_mean,test_precision_std,test_precision_min,test_precision_max,test_f1_mean,test_f1_std,test_f1_min,test_f1_max,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_false_positive_rate_mean,test_false_positive_rate_std,test_false_positive_rate_min,test_false_positive_rate_max,test_false_positives_per_1000_negatives_mean,test_false_positives_per_1000_negatives_std,test_false_positives_per_1000_negatives_min,test_false_positives_per_1000_negatives_max
FedAdam,mcc_optimal,2,5,0.7177404403686524,0.03009678836349873,0.6844990253448486,0.7620163559913635,0.3688844522861922,0.0021828431688570094,0.3669910333042722,0.3717365329756394,0.6511812137501769,0.03256338565870802,0.6077238647616353,0.691752723157448,0.8113492717779611,0.020004166163206608,0.7853347989374371,0.8356233397453513,0.3768227737824689,0.002186348148105323,0.3735350271584997,0.3788470629749452,0.6505799151343706,0.0338100757557452,0.609052333804809,0.695898161244696,0.8181285210461228,0.020156398697289246,0.7924243118215545,0.8436770027023314,0.35936019701929595,0.012978341746336143,0.3428210880538418,0.3744117134390796,0.46250731860899474,0.0031126287586888874,0.4584446631978625,0.4663082624354089,0.731265242764069,0.006412602488273892,0.7216736022534933,0.7385437610474426,0.18865072822203902,0.020004166163206594,0.1643766602546487,0.2146652010625629,188.65072822203902,20.004166163206605,164.3766602546487,214.66520106256291
FedAdam,mcc_optimal,4,5,0.7098025679588318,0.023684230946011416,0.6882943511009216,0.7471590042114258,0.3673405516298679,0.0012702843510552374,0.3662105097572876,0.369182575124193,0.6447022209647758,0.04737476608690625,0.582543499787806,0.7148111472626962,0.8135156178437299,0.02913441971735587,0.7690528533479893,0.8503938811028671,0.3780324037840232,0.0013656441641978054,0.376434643970176,0.37968917480655,0.6466195190947667,0.046543637864784035,0.5867043847241867,0.7165487977369166,0.8209865799477853,0.028314975373385776,0.7774011816974304,0.8562726148490817,0.36071710770400345,0.018748248769111346,0.3337957458052583,0.3866303633461647,0.4612721623206613,0.0036762304337953243,0.4550817309857252,0.464785553047404,0.7291089194042529,0.009175381759451387,0.7164686904453366,0.7419320003053428,0.18648438215627003,0.029134419717355864,0.1496061188971329,0.2309471466520106,186.48438215627007,29.134419717355872,149.60611889713294,230.94714665201067
FedAdam,mcc_optimal,8,5,0.7120932102203369,0.01461191940888236,0.6860095858573914,0.7196974754333496,0.3682157282294525,0.003028806715223117,0.3637721958236949,0.3708459110335242,0.6684679586928844,0.016210788819352583,0.6430895459046542,0.6880746923185741,0.8004992213978198,0.011792347939614978,0.7843500961802693,0.8175780892186498,0.37661503855728995,0.004459830208092172,0.3705778125599289,0.382074088807722,0.6702687411598303,0.016148769500876212,0.6478076379066479,0.6925035360678925,0.8064764347547291,0.011933848866966532,0.79077543168598,0.8243484633353181,0.35196706451973714,0.008133565436652668,0.3405923954905118,0.3633312020460358,0.4609499569333235,0.003452490371569529,0.4556440281030445,0.4643276645728001,0.7344835900453521,0.002552419607839426,0.730333817561652,0.7362123942494216,0.19950077860218005,0.011792347939615005,0.1824219107813501,0.2156499038197307,199.50077860218008,11.792347939614977,182.42191078135016,215.6499038197307
FedAdam,mcc_optimal,16,5,0.7257143974304199,0.01724832251190496,0.7078869342803955,0.7494933605194092,0.36753964606016243,0.0025191393779893856,0.3643725838456496,0.3701559377898894,0.6371764040175414,0.014068750667933854,0.6207384354222663,0.6576602065355779,0.8189246129889163,0.009184673032142368,0.8051891545296327,0.8303792250618302,0.3779527748324215,0.0037701512813621426,0.3721727798751023,0.3822888310670294,0.6429420084865629,0.014348455499074217,0.6285714285714286,0.6630834512022631,0.8238263179590527,0.00894138756954306,0.8112490267026977,0.8354326020244583,0.3631208418319094,0.006757153744797106,0.3533748859835816,0.3720220432386604,0.46247012241211205,0.002470885139937456,0.4597280593325092,0.4652247667514843,0.7280505085032288,0.002718822714439333,0.7249659991225087,0.7314246805326052,0.1810753870110836,0.009184673032142383,0.1696207749381698,0.1948108454703673,181.07538701108362,9.18467303214236,169.62077493816986,194.8108454703673
FedAdam,mcc_optimal,32,5,0.7087267398834228,0.02214069727172237,0.6789630055427551,0.7379445433616638,0.36721012991078816,0.0025150509940380017,0.3649113612908913,0.3701784906897467,0.6636299335125194,0.019859623358597388,0.6350261706040459,0.6824161833356911,0.802670147476413,0.010901645215330177,0.7917697169552075,0.8181734908857745,0.3784517548402187,0.0033648249221068277,0.3731502007103379,0.3815393542760656,0.6685714285714286,0.016857930635972178,0.6432814710042433,0.6857142857142857,0.809050519855265,0.011413534250011159,0.7964549077085147,0.8251729034031053,0.35272367934665994,0.006037099158557668,0.3455448394990643,0.3611714538579129,0.460441159685599,0.0016018930589341096,0.4580451271287507,0.462199648368822,0.7331500404944663,0.004617124181348354,0.7265998307449102,0.7380318527743767,0.19732985252358703,0.010901645215330154,0.1818265091142255,0.2082302830447925,197.32985252358702,10.901645215330179,181.82650911422547,208.23028304479251
FedAdam,mcc_optimal,64,5,0.7150183200836182,0.01753437432204665,0.6850769519805908,0.7280644178390503,0.36871970319858705,0.0015757990386129229,0.3661091733735689,0.3702984959169113,0.6456075824020371,0.022667476004726378,0.6180506436553967,0.6667138209081906,0.8147430612805715,0.014342237213004453,0.8020976458734085,0.8322799303838051,0.37923515704374977,0.0008277220744053869,0.3781340678677379,0.3800722940149044,0.6483168316831682,0.024008958367341293,0.6181046676096181,0.6724186704384724,0.8216094902212248,0.013762193249720677,0.8082260797874776,0.8385013511656666,0.3611681188605719,0.009999386672905838,0.3517143071498237,0.3736423501240058,0.4628707755247907,0.002409914427136677,0.4596529071477596,0.4657286003624347,0.7301753218413043,0.004209408524169802,0.7251652870196009,0.7344057333907996,0.1852569387194284,0.014342237213004459,0.1677200696161949,0.1979023541265915,185.2569387194284,14.342237213004458,167.7200696161949,197.90235412659152
FedAdam,mcc_optimal,128,5,0.7166343212127686,0.015890625936368065,0.6924054026603699,0.7360949516296387,0.3692276882025461,0.0024070959825649462,0.3651629011754456,0.3710721791635886,0.6309803366812845,0.014224778624481068,0.6064507002404866,0.64280662045551,0.8239214069799395,0.008384050932358724,0.8182650911422552,0.8387377484656957,0.37959451960301455,0.004103980367324772,0.3765940728175838,0.3863432945217826,0.6340594059405941,0.009165662596342444,0.6183875530410183,0.6415841584158416,0.830201987816608,0.007906252304233363,0.8241194522053772,0.8440434205102368,0.3673191237029553,0.00637672023561652,0.3625375192666504,0.3784093918262865,0.46419867136928233,0.002066088494715218,0.4608166632295318,0.466028916186542,0.727450871830612,0.0031691073037134017,0.7225942243530912,0.7305358557988826,0.17607859302006043,0.008384050932358713,0.1612622515343043,0.1817349088577448,176.07859302006045,8.384050932358733,161.26225153430428,181.7349088577448
FedAdam,mcc_optimal,256,5,0.7333203077316284,0.029692231762393953,0.6995760798454285,0.7653937935829163,0.3654304826044081,0.0026205218378895024,0.3630548850406159,0.3695570572951274,0.6168340642240769,0.04828839997567157,0.5705191681991795,0.6719479417173575,0.8284830997526793,0.026929474482567446,0.7952276266373546,0.8533021892461299,0.37642141229774123,0.0015794575378786431,0.3744658716660352,0.3786407490010514,0.6212164073550213,0.048125039614219926,0.5725601131541725,0.6746817538896747,0.8342875463747539,0.027477881124582517,0.8021343837310493,0.8609902441258646,0.3697941154859072,0.017934546982446127,0.3469179082676015,0.3863396877095507,0.4610045715628505,0.002123196686422899,0.4575887481335196,0.4630113141862489,0.7226585819883782,0.010762061443647985,0.7119106787226547,0.7342755409057344,0.17151690024732066,0.026929474482567464,0.1466978107538701,0.2047723733626454,171.5169002473207,26.929474482567453,146.69781075387013,204.77237336264545
FedAdam,mcc_optimal,512,5,0.7229164481163025,0.02822493544575894,0.6896182894706726,0.7617756128311157,0.3675460099269826,0.001209723728984887,0.3666264337880675,0.3695447036957555,0.6336681284481539,0.04529100953735914,0.5686801527797425,0.6770405998019522,0.8203993771182558,0.025565962241817897,0.7964642300998442,0.8567829989923972,0.3800371206813712,0.0029568397656598924,0.3752820559517077,0.3828922539575324,0.6394342291371994,0.045302580520188256,0.5736916548797737,0.6786421499292786,0.8267484999770989,0.026536206532165995,0.8003938991434983,0.8643338066230019,0.3651670337184748,0.017671335710037577,0.350007313149042,0.3912789565894491,0.462077877517745,0.0013867247502154817,0.4608082982679323,0.4635876145995502,0.7270337527832049,0.00987036620219104,0.7127315758860698,0.7367524149508982,0.17960062288174408,0.02556596224181789,0.1432170010076028,0.2035357699001557,179.60062288174407,25.565962241817896,143.21700100760282,203.53576990015577
FedAdam,mcc_optimal,1024,5,0.7378406405448914,0.016489945157992823,0.7134844660758972,0.7586457133293152,0.368790587264013,0.0009061462983102817,0.3673397377918775,0.3697945788142167,0.6186164945536851,0.02859997072847601,0.5972556231433017,0.6634601782430329,0.8305212054593752,0.01630709208516124,0.8045708527983878,0.842859760007328,0.3777599291327029,0.0029885200377305354,0.3741727998914844,0.3812029443932549,0.6217256011315417,0.028778918052795803,0.5971711456859972,0.6642149929278642,0.8355516878120277,0.016525738918774523,0.809325333211194,0.8494022809508542,0.3721056050194188,0.011086089683363515,0.3546581972171809,0.3809094189823168,0.46419584512219486,0.0012353115087679232,0.4622283546050362,0.4651572742797333,0.7245688500065303,0.006163334021059066,0.7200576915753149,0.7340155155207104,0.1694787945406247,0.01630709208516124,0.157140239992672,0.1954291472016122,169.47879454062473,16.307092085161248,157.140239992672,195.4291472016122
