scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
8192,1,1,0.736789,0.302299,0.648805,25368
8192,1,10,0.799593,0.367707,0.566947,25368
8192,1,20,0.805237,0.377101,0.537640,25368
8192,1,30,0.807954,0.382700,0.525579,25368
8192,1,40,0.809803,0.386630,0.519600,25368
8192,1,50,0.811221,0.389683,0.516131,25368
8192,1,60,0.812347,0.392058,0.513867,25368
8192,1,70,0.813284,0.393932,0.512220,25368
8192,1,71,0.813371,0.394086,0.512080,25368
8192,1,72,0.813447,0.394249,0.511946,25368
8192,1,73,0.813530,0.394424,0.511813,25368
8192,1,74,0.813609,0.394510,0.511684,25368
8192,1,75,0.813689,0.394654,0.511555,25368
8192,1,76,0.813768,0.394780,0.511433,25368
8192,1,77,0.813846,0.394911,0.511306,25368
8192,1,78,0.813922,0.395045,0.511183,25368
8192,1,79,0.813999,0.395215,0.511064,25368
8192,1,80,0.814069,0.395276,0.510950,25368
8192,2,1,0.702018,0.265463,0.663983,25368
8192,2,2,0.747532,0.296722,0.640089,25368
8192,2,3,0.761296,0.308859,0.626954,25368
8192,2,4,0.768992,0.317028,0.617735,25368
8192,2,5,0.774424,0.323340,0.610442,25368
8192,2,6,0.778491,0.328470,0.604193,25368
8192,2,7,0.781717,0.332806,0.598703,25368
8192,2,8,0.784303,0.336599,0.593731,25368
8192,2,9,0.786424,0.339831,0.589211,25368
8192,2,10,0.788184,0.342668,0.585047,25368
8192,2,11,0.789693,0.345104,0.581212,25368
8192,2,12,0.791018,0.347376,0.577656,25368
8192,2,13,0.792180,0.349452,0.574352,25368
8192,2,14,0.793225,0.351360,0.571271,25368
8192,2,15,0.794182,0.353161,0.568386,25368
8192,2,16,0.795047,0.354766,0.565698,25368
8192,2,17,0.795853,0.356250,0.563178,25368
8192,2,18,0.796593,0.357785,0.560801,25368
8192,2,19,0.797298,0.359107,0.558569,25368
8192,2,20,0.797953,0.360355,0.556472,25368
8192,2,21,0.798576,0.361578,0.554489,25368
8192,2,22,0.799162,0.362719,0.552621,25368
8192,2,23,0.799710,0.363817,0.550858,25368
8192,2,24,0.800251,0.364831,0.549184,25368
8192,2,25,0.800766,0.365831,0.547597,25368
8192,2,26,0.801250,0.366794,0.546098,25368
8192,2,27,0.801722,0.367720,0.544673,25368
8192,2,28,0.802182,0.368573,0.543311,25368
8192,2,29,0.802623,0.369439,0.542024,25368
8192,2,30,0.803053,0.370198,0.540789,25368
8192,2,31,0.803461,0.370910,0.539616,25368
8192,2,32,0.803857,0.371717,0.538495,25368
8192,2,33,0.804240,0.372480,0.537420,25368
8192,2,34,0.804611,0.373224,0.536399,25368
8192,2,35,0.804970,0.373920,0.535416,25368
8192,2,36,0.805317,0.374528,0.534477,25368
8192,2,37,0.805657,0.375156,0.533578,25368
8192,2,38,0.805989,0.375764,0.532712,25368
8192,2,39,0.806306,0.376354,0.531887,25368
8192,2,40,0.806620,0.376890,0.531094,25368
8192,2,41,0.806923,0.377415,0.530326,25368
8192,2,42,0.807211,0.378003,0.529595,25368
8192,2,43,0.807497,0.378539,0.528886,25368
8192,2,44,0.807777,0.379080,0.528200,25368
8192,2,45,0.808052,0.379575,0.527544,25368
8192,2,46,0.808315,0.380083,0.526912,25368
8192,2,47,0.808580,0.380519,0.526292,25368
8192,2,48,0.808833,0.380978,0.525698,25368
8192,2,49,0.809079,0.381477,0.525128,25368
8192,2,50,0.809314,0.381947,0.524579,25368
8192,2,51,0.809549,0.382370,0.524035,25368
8192,2,52,0.809775,0.382794,0.523514,25368
8192,2,53,0.809998,0.383182,0.523015,25368
8192,2,54,0.810218,0.383569,0.522529,25368
8192,2,55,0.810431,0.383993,0.522061,25368
8192,2,56,0.810646,0.384344,0.521598,25368
8192,2,57,0.810846,0.384687,0.521156,25368
8192,2,58,0.811040,0.385054,0.520725,25368
8192,2,59,0.811235,0.385445,0.520307,25368
8192,2,60,0.811423,0.385743,0.519902,25368
8192,2,61,0.811605,0.386080,0.519506,25368
8192,2,62,0.811784,0.386422,0.519122,25368
8192,2,63,0.811961,0.386752,0.518752,25368
8192,2,64,0.812127,0.387021,0.518396,25368
8192,2,65,0.812293,0.387336,0.518045,25368
8192,2,66,0.812458,0.387647,0.517703,25368
8192,2,67,0.812613,0.387926,0.517374,25368
8192,2,68,0.812767,0.388174,0.517045,25368
8192,2,69,0.812917,0.388449,0.516733,25368
8192,2,70,0.813067,0.388747,0.516426,25368
8192,2,71,0.813212,0.388954,0.516123,25368
8192,2,72,0.813352,0.389189,0.515832,25368
8192,2,73,0.813486,0.389437,0.515553,25368
8192,2,74,0.813617,0.389696,0.515282,25368
8192,2,75,0.813746,0.389915,0.515013,25368
8192,2,76,0.813870,0.390116,0.514756,25368
8192,2,77,0.813998,0.390309,0.514498,25368
8192,2,78,0.814118,0.390526,0.514243,25368
8192,2,79,0.814241,0.390709,0.513998,25368
8192,2,80,0.814358,0.390888,0.513762,25368
8192,3,1,0.679763,0.249022,0.659213,25368
8192,3,2,0.726340,0.283617,0.643626,25368
8192,3,3,0.747729,0.302680,0.631954,25368
8192,3,4,0.760280,0.315024,0.622265,25368
8192,3,5,0.768721,0.323869,0.614029,25368
8192,3,6,0.774757,0.330758,0.606753,25368
8192,3,7,0.779213,0.336219,0.600257,25368
8192,3,8,0.782638,0.340578,0.594447,25368
8192,3,9,0.785348,0.344140,0.589189,25368
8192,3,10,0.787573,0.347149,0.584421,25368
8192,3,11,0.789454,0.349820,0.580084,25368
8192,3,12,0.791053,0.352205,0.576110,25368
8192,3,13,0.792438,0.354153,0.572472,25368
8192,3,14,0.793658,0.355908,0.569127,25368
8192,3,15,0.794742,0.357588,0.566037,25368
8192,3,16,0.795715,0.359160,0.563178,25368
8192,3,17,0.796602,0.360553,0.560533,25368
8192,3,18,0.797416,0.361849,0.558080,25368
8192,3,19,0.798160,0.363034,0.555800,25368
8192,3,20,0.798853,0.364263,0.553673,25368
8192,3,21,0.799495,0.365253,0.551682,25368
8192,3,22,0.800102,0.366259,0.549822,25368
8192,3,23,0.800675,0.367184,0.548081,25368
8192,3,24,0.801210,0.368028,0.546451,25368
8192,3,25,0.801731,0.368896,0.544922,25368
8192,3,26,0.802217,0.369705,0.543477,25368
8192,3,27,0.802684,0.370480,0.542109,25368
8192,3,28,0.803129,0.371273,0.540826,25368
8192,3,29,0.803547,0.371973,0.539610,25368
8192,3,30,0.803950,0.372639,0.538458,25368
8192,3,31,0.804335,0.373236,0.537372,25368
8192,3,32,0.804711,0.373870,0.536335,25368
8192,3,33,0.805071,0.374507,0.535346,25368
8192,3,34,0.805420,0.375115,0.534407,25368
8192,3,35,0.805754,0.375706,0.533518,25368
8192,3,36,0.806078,0.376242,0.532664,25368
8192,3,37,0.806390,0.376812,0.531853,25368
8192,3,38,0.806681,0.377377,0.531080,25368
8192,3,39,0.806974,0.377956,0.530344,25368
8192,3,40,0.807253,0.378469,0.529635,25368
8192,3,41,0.807525,0.378962,0.528958,25368
8192,3,42,0.807785,0.379376,0.528308,25368
8192,3,43,0.808036,0.379843,0.527682,25368
8192,3,44,0.808293,0.380243,0.527072,25368
8192,3,45,0.808533,0.380560,0.526494,25368
8192,3,46,0.808762,0.380957,0.525933,25368
8192,3,47,0.808983,0.381344,0.525395,25368
8192,3,48,0.809212,0.381766,0.524874,25368
8192,3,49,0.809426,0.382117,0.524376,25368
8192,3,50,0.809636,0.382502,0.523894,25368
8192,3,51,0.809843,0.382863,0.523431,25368
8192,3,52,0.810040,0.383199,0.522982,25368
8192,3,53,0.810232,0.383515,0.522542,25368
8192,3,54,0.810413,0.383894,0.522124,25368
8192,3,55,0.810600,0.384175,0.521711,25368
8192,3,56,0.810771,0.384479,0.521318,25368
8192,3,57,0.810942,0.384799,0.520938,25368
8192,3,58,0.811110,0.385141,0.520573,25368
8192,3,59,0.811266,0.385429,0.520217,25368
8192,3,60,0.811420,0.385748,0.519872,25368
8192,3,61,0.811573,0.386053,0.519538,25368
8192,3,62,0.811719,0.386329,0.519215,25368
8192,3,63,0.811868,0.386535,0.518900,25368
