scaling_point,run,round,roc_auc,pr_auc,loss,n_samples
512,1,1,0.644190,0.218044,0.706364,25368
512,1,2,0.681752,0.248822,0.652346,25368
512,1,3,0.756695,0.323616,0.583375,25368
512,1,4,0.792207,0.364009,0.554615,25368
512,1,5,0.803764,0.375755,0.551256,25368
512,1,6,0.809955,0.385689,0.549893,25368
512,1,7,0.806787,0.378264,0.546738,25368
512,1,8,0.808304,0.382882,0.594220,25368
512,1,9,0.778208,0.343098,0.749959,25368
512,1,10,0.798248,0.367646,0.940473,25368
512,1,11,0.812901,0.392589,0.560496,25368
512,1,12,0.812255,0.400718,0.871696,25368
512,1,13,0.816728,0.396991,0.522661,25368
512,1,14,0.809453,0.382194,0.599863,25368
512,1,15,0.808390,0.381105,0.596153,25368
512,1,16,0.812573,0.389112,0.525961,25368
512,1,17,0.815206,0.395795,0.526554,25368
512,1,18,0.813822,0.392352,0.557977,25368
512,1,19,0.812752,0.388051,0.569730,25368
512,1,20,0.814031,0.389344,0.555521,25368
512,1,21,0.815739,0.392699,0.526742,25368
512,1,22,0.816906,0.395152,0.503767,25368
512,1,23,0.817631,0.396581,0.508659,25368
512,1,24,0.818208,0.398029,0.528696,25368
512,1,25,0.819372,0.400665,0.526647,25368
512,1,26,0.820724,0.403855,0.507067,25368
512,1,27,0.821687,0.406591,0.498366,25368
512,1,28,0.822037,0.408276,0.503593,25368
512,1,29,0.822168,0.409275,0.509218,25368
512,1,30,0.822276,0.409774,0.507941,25368
512,1,31,0.822301,0.410034,0.501611,25368
512,1,32,0.822265,0.410210,0.496226,25368
512,1,33,0.822232,0.410046,0.496393,25368
512,1,34,0.822401,0.410492,0.500241,25368
512,1,35,0.822958,0.411688,0.500882,25368
512,1,36,0.823839,0.413496,0.496321,25368
512,1,37,0.824628,0.415497,0.492074,25368
512,1,38,0.825098,0.416724,0.492553,25368
512,1,39,0.825311,0.417324,0.495353,25368
512,1,40,0.825514,0.417480,0.495716,25368
512,1,41,0.825830,0.417691,0.492820,25368
512,1,42,0.826124,0.417709,0.490271,25368
512,1,43,0.826304,0.417808,0.490404,25368
512,1,44,0.826422,0.417889,0.491918,25368
512,1,45,0.826590,0.418121,0.491958,25368
512,2,1,0.454109,0.133948,0.971804,25368
512,2,2,0.650999,0.227271,0.790040,25368
512,2,3,0.740525,0.300947,0.641862,25368
512,2,4,0.772842,0.343320,0.669898,25368
512,2,5,0.796520,0.369763,0.609335,25368
512,2,6,0.805295,0.381632,0.593794,25368
512,2,7,0.808762,0.390969,0.585225,25368
512,2,8,0.809495,0.384366,0.551347,25368
512,2,9,0.799324,0.367842,0.527162,25368
512,2,10,0.788750,0.351594,0.545766,25368
512,2,11,0.807198,0.375127,0.575444,25368
512,2,12,0.813873,0.393892,0.523351,25368
512,2,13,0.815642,0.397008,0.515136,25368
512,2,14,0.812649,0.388457,0.524078,25368
512,2,15,0.814422,0.391907,0.511285,25368
512,2,16,0.818074,0.400322,0.510181,25368
512,2,17,0.818930,0.400388,0.506126,25368
512,2,18,0.817919,0.395133,0.502082,25368
512,2,19,0.817367,0.392974,0.508611,25368
512,2,20,0.819169,0.397429,0.499391,25368
512,2,21,0.820573,0.402008,0.502518,25368
512,2,22,0.822219,0.407221,0.498509,25368
512,2,23,0.823290,0.410935,0.494068,25368
512,2,24,0.823730,0.413507,0.498280,25368
512,2,25,0.824700,0.417154,0.494535,25368
512,2,26,0.825518,0.420046,0.493391,25368
512,2,27,0.825776,0.420746,0.494521,25368
512,2,28,0.825784,0.420331,0.490921,25368
512,2,29,0.825570,0.418972,0.491219,25368
512,2,30,0.825602,0.418020,0.492519,25368
512,2,31,0.826166,0.417930,0.490331,25368
512,2,32,0.826794,0.418010,0.490263,25368
512,2,33,0.827316,0.418397,0.490239,25368
512,2,34,0.827670,0.418773,0.488114,25368
512,2,35,0.827743,0.418794,0.488564,25368
512,2,36,0.827938,0.419025,0.489083,25368
512,2,37,0.828380,0.419881,0.487739,25368
512,2,38,0.828729,0.420416,0.488038,25368
512,2,39,0.828785,0.420183,0.488039,25368
512,2,40,0.828662,0.419891,0.487102,25368
512,2,41,0.828573,0.419736,0.487557,25368
512,2,42,0.828773,0.420229,0.487502,25368
512,2,43,0.829148,0.421253,0.486661,25368
512,2,44,0.829438,0.421992,0.486807,25368
512,2,45,0.829613,0.422649,0.486447,25368
512,3,1,0.653801,0.223273,0.731338,25368
512,3,2,0.693676,0.253761,0.676977,25368
512,3,3,0.744885,0.300938,0.607354,25368
512,3,4,0.779715,0.343399,0.572877,25368
512,3,5,0.795285,0.363271,0.562585,25368
512,3,6,0.794443,0.361509,0.556079,25368
512,3,7,0.802360,0.371762,0.544889,25368
512,3,8,0.807219,0.378219,0.527916,25368
512,3,9,0.809437,0.378876,0.518701,25368
512,3,10,0.807021,0.371758,0.519773,25368
512,3,11,0.807434,0.375162,0.531160,25368
512,3,12,0.799460,0.358471,0.633967,25368
512,3,13,0.813655,0.385511,0.637685,25368
512,3,14,0.811574,0.377579,0.556563,25368
512,3,15,0.812305,0.378888,0.557951,25368
512,3,16,0.818174,0.394593,0.518864,25368
512,3,17,0.818396,0.398677,0.544066,25368
512,3,18,0.819149,0.396882,0.497885,25368
512,3,19,0.816347,0.389291,0.522022,25368
512,3,20,0.816618,0.389778,0.518050,25368
512,3,21,0.818833,0.395863,0.500912,25368
512,3,22,0.819768,0.400348,0.510264,25368
512,3,23,0.821057,0.404791,0.511696,25368
512,3,24,0.822291,0.407436,0.498499,25368
512,3,25,0.822457,0.407316,0.497157,25368
512,3,26,0.822383,0.406997,0.505434,25368
512,3,27,0.823045,0.408572,0.502393,25368
512,3,28,0.824127,0.410971,0.494074,25368
512,3,29,0.824889,0.412739,0.494877,25368
512,3,30,0.825136,0.413275,0.498763,25368
512,3,31,0.825114,0.413239,0.497306,25368
512,3,32,0.825038,0.413246,0.492911,25368
512,3,33,0.825005,0.413713,0.492179,25368
512,3,34,0.825184,0.414602,0.494623,25368
512,3,35,0.825621,0.416048,0.494070,25368
512,3,36,0.826214,0.417736,0.490765,25368
512,3,37,0.826791,0.419493,0.490024,25368
512,3,38,0.827244,0.421024,0.491915,25368
512,3,39,0.827559,0.422047,0.492026,25368
512,3,40,0.827729,0.422407,0.489790,25368
512,3,41,0.827772,0.422494,0.488709,25368
512,3,42,0.827754,0.422419,0.489854,25368
512,3,43,0.827772,0.422604,0.490095,25368
512,3,44,0.827853,0.423274,0.488817,25368
512,3,45,0.827958,0.423890,0.488585,25368
512,4,1,0.348228,0.099578,1.159832,25368
512,4,2,0.553965,0.157353,0.790305,25368
512,4,3,0.713376,0.268947,0.712634,25368
512,4,4,0.777858,0.350528,0.645214,25368
512,4,5,0.801709,0.376266,0.572883,25368
512,4,6,0.807687,0.385434,0.602847,25368
512,4,7,0.811928,0.397920,0.573533,25368
512,4,8,0.812448,0.396402,0.541003,25368
512,4,9,0.810425,0.385855,0.541597,25368
512,4,10,0.801357,0.369539,0.525614,25368
512,4,11,0.801927,0.366190,0.519275,25368
512,4,12,0.806661,0.373553,0.518398,25368
512,4,13,0.813266,0.389916,0.511699,25368
512,4,14,0.815603,0.390745,0.501890,25368
512,4,15,0.815635,0.387648,0.504741,25368
512,4,16,0.817605,0.390898,0.501276,25368
512,4,17,0.819166,0.394052,0.502250,25368
512,4,18,0.820572,0.396754,0.498075,25368
512,4,19,0.821692,0.399554,0.497145,25368
512,4,20,0.822482,0.403589,0.494721,25368
512,4,21,0.822343,0.405150,0.495707,25368
512,4,22,0.821937,0.404894,0.494881,25368
512,4,23,0.821843,0.405414,0.495399,25368
512,4,24,0.822935,0.409718,0.493686,25368
512,4,25,0.824396,0.414090,0.493094,25368
512,4,26,0.825388,0.416006,0.490790,25368
512,4,27,0.825994,0.416388,0.490245,25368
512,4,28,0.826452,0.416104,0.489544,25368
512,4,29,0.826439,0.414417,0.489871,25368
512,4,30,0.826333,0.413312,0.489550,25368
512,4,31,0.826581,0.413936,0.489315,25368
512,4,32,0.827208,0.415970,0.488447,25368
512,4,33,0.827933,0.418935,0.487891,25368
512,4,34,0.828374,0.421650,0.487358,25368
512,4,35,0.828389,0.422735,0.487215,25368
512,4,36,0.828453,0.423660,0.487121,25368
512,4,37,0.828666,0.424504,0.487110,25368
512,4,38,0.828850,0.424783,0.486798,25368
512,4,39,0.829108,0.424940,0.486556,25368
512,4,40,0.829396,0.425024,0.486296,25368
512,4,41,0.829561,0.424539,0.486164,25368
512,4,42,0.829642,0.424006,0.485994,25368
512,4,43,0.829729,0.423778,0.485875,25368
512,4,44,0.829782,0.423508,0.485791,25368
512,4,45,0.829833,0.423531,0.485805,25368
512,5,1,0.559789,0.201024,0.979009,25368
512,5,2,0.666750,0.261338,0.705783,25368
512,5,3,0.737297,0.307340,0.729529,25368
512,5,4,0.777565,0.343394,0.581984,25368
512,5,5,0.799254,0.371606,0.605121,25368
512,5,6,0.806713,0.379566,0.574704,25368
512,5,7,0.811491,0.384228,0.538958,25368
512,5,8,0.796019,0.359920,0.594337,25368
512,5,9,0.810375,0.377165,0.559060,25368
512,5,10,0.812489,0.381415,0.526569,25368
512,5,11,0.811385,0.382480,0.548902,25368
512,5,12,0.816689,0.389685,0.503573,25368
512,5,13,0.813850,0.381401,0.523816,25368
512,5,14,0.816150,0.386210,0.502395,25368
512,5,15,0.818021,0.390614,0.515587,25368
512,5,16,0.818534,0.391299,0.506543,25368
512,5,17,0.817912,0.389689,0.502415,25368
512,5,18,0.818167,0.389928,0.508036,25368
512,5,19,0.820660,0.394915,0.497565,25368
512,5,20,0.822446,0.399118,0.499158,25368
512,5,21,0.823622,0.402076,0.500337,25368
512,5,22,0.824477,0.404530,0.493777,25368
512,5,23,0.824620,0.405238,0.496698,25368
512,5,24,0.825043,0.406348,0.496812,25368
512,5,25,0.825717,0.407988,0.491873,25368
512,5,26,0.825901,0.408778,0.493654,25368
512,5,27,0.825875,0.409319,0.494122,25368
512,5,28,0.826016,0.410301,0.490983,25368
512,5,29,0.826072,0.411385,0.492150,25368
512,5,30,0.826247,0.412639,0.492707,25368
512,5,31,0.826621,0.414174,0.490268,25368
512,5,32,0.826961,0.415358,0.490817,25368
512,5,33,0.827240,0.416239,0.491550,25368
512,5,34,0.827490,0.416952,0.489662,25368
512,5,35,0.827610,0.417486,0.489415,25368
512,5,36,0.827854,0.418379,0.489737,25368
512,5,37,0.828377,0.419706,0.488159,25368
512,5,38,0.828857,0.420631,0.487976,25368
512,5,39,0.829132,0.421162,0.488447,25368
