strategy,scaling_point,run,checkpoint_selection,selected_round,selected_checkpoint,threshold_regime,selected_threshold,minimum_validation_recall_requirement,validation_candidate_threshold_count,validation_eligible_threshold_count,validation_roc_auc,validation_average_precision,test_roc_auc,test_average_precision,validation_tp,validation_fp,validation_tn,validation_fn,validation_mcc,validation_recall,validation_specificity,validation_precision,validation_f1,validation_balanced_accuracy,test_tp,test_fp,test_tn,test_fn,test_mcc,test_recall,test_specificity,test_precision,test_f1,test_accuracy,test_balanced_accuracy,test_false_positive_rate,test_false_negative_rate,test_predicted_positive_rate,test_false_positives_per_1000_negatives,validation_n_samples,test_n_samples
FedProx,8,5,highest_validation_average_precision,79,result/splits_iid_scaling/splits_iid_8_clients.json/FedProx/bestPRROC/run_5/model_round_79_run_5.pt,minimum_recall,0.5893231630325317,0.8,24658,15252,0.8255619048828347,0.4122605967776474,0.8225206529163656,0.41471490371770076,2828,6639,15194,707,0.3550943610390322,0.8,0.6959190216644529,0.29872187599028205,0.4350099984617751,0.7479595108322264,5689,13604,30064,1380,0.3518504013779212,0.8047814400905361,0.6884675277090776,0.2948737884206707,0.4316060996889462,0.7046731182371839,0.7466244838998068,0.3115324722909224,0.1952185599094639,0.3802550407000808,311.5324722909224,25368,50737
FedProx,16,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,mcc_optimal,0.743622362613678,,24663,,0.8226536125355833,0.40972682892397316,0.8194918076340709,0.4061200147892359,2146,3529,18304,1389,0.3701672009403636,0.6070721357850071,0.8383639444877021,0.3781497797356828,0.4660152008686211,0.7227180401363547,4250,7297,36371,2819,0.3585444718229573,0.6012165794313199,0.8328982321150499,0.36806096821685286,0.4565964761495488,0.8006188777420817,0.7170574057731849,0.16710176788495013,0.3987834205686801,0.22758539133176972,167.10176788495014,25368,50737
FedProx,16,1,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_1/model_round_80_run_1.pt,minimum_recall,0.5800405144691467,0.8,24663,15088,0.8226536125355833,0.40972682892397316,0.8194918076340709,0.4061200147892359,2828,6800,15033,707,0.3486466229969754,0.8,0.6885448632803555,0.2937266306605733,0.42968928055914307,0.7442724316401778,5706,13842,29826,1363,0.34880705813230295,0.8071863064082614,0.6830173124484749,0.2918968692449355,0.42874854416350455,0.7003173226639337,0.7451018094283681,0.31698268755152514,0.1928136935917386,0.38528095866921575,316.98268755152515,25368,50737
FedProx,16,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,mcc_optimal,0.708765983581543,,24660,,0.8242248361954974,0.4071618440844702,0.8196339490350375,0.40569824337779886,2331,4114,17719,1204,0.37466519721691627,0.6594059405940594,0.811569642284615,0.36167571761055084,0.4671342685370741,0.7354877914393372,4595,8485,35183,2474,0.3607667037278394,0.6500212194086858,0.8056929559402767,0.35129969418960244,0.4561020398034642,0.7840037842205885,0.7278570876744812,0.19430704405972332,0.34997878059131415,0.25780002759327514,194.30704405972332,25368,50737
FedProx,16,2,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_2/model_round_80_run_2.pt,minimum_recall,0.5894282460212708,0.8,24660,15324,0.8242248361954974,0.4071618440844702,0.8196339490350375,0.40569824337779886,2828,6563,15270,707,0.3581759394241038,0.8,0.6993999908395548,0.3011393887764881,0.4375676930218165,0.7496999954197774,5610,13418,30250,1459,0.34786151179126695,0.7936058848493422,0.692726939635431,0.29482867353373976,0.4299344752270376,0.7067820328359974,0.7431664122423867,0.30727306036456903,0.20639411515065775,0.37503202790862683,307.273060364569,25368,50737
FedProx,16,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_3/model_round_80_run_3.pt,mcc_optimal,0.695783257484436,,24661,,0.8223106270687528,0.4057236480425696,0.8195998127462177,0.4030175272490826,2427,4572,17261,1108,0.3697007159951359,0.6865629420084866,0.7905922227820272,0.34676382340334333,0.4607936206569204,0.738577582395257,4815,9456,34212,2254,0.35782327961518307,0.6811430188145424,0.7834569936795823,0.3373975194450284,0.45126522961574506,0.7692019630644303,0.7323000062470624,0.21654300632041767,0.3188569811854576,0.28127402093147014,216.54300632041767,25368,50737
FedProx,16,3,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_3/model_round_80_run_3.pt,minimum_recall,0.59358149766922,0.8,24661,15239,0.8223106270687528,0.4057236480425696,0.8195998127462177,0.4030175272490826,2828,6657,15176,707,0.354368127906781,0.8,0.6950945815966656,0.2981549815498155,0.4344086021505376,0.7475472907983328,5659,13555,30113,1410,0.3499022801658626,0.8005375583533739,0.6895896308509664,0.294524825647965,0.43062055320929876,0.7050475983995901,0.7450635946021702,0.31041036914903364,0.19946244164662608,0.37869799160376055,310.4103691490336,25368,50737
FedProx,16,4,highest_validation_average_precision,79,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_4/model_round_79_run_4.pt,mcc_optimal,0.671056866645813,,24662,,0.8242936172751745,0.41184642078021033,0.8190986158979664,0.4029235881069995,2405,4541,17292,1130,0.3668436338138054,0.6803394625176803,0.7920120917876609,0.34624244169306073,0.4589256750310085,0.7361757771526706,4835,9460,34208,2234,0.35974788209318026,0.6839722733059839,0.7833653934231016,0.3382301504022385,0.4526305935218124,0.7695173147801407,0.7336688333645427,0.21663460657689837,0.31602772669401613,0.2817470485050358,216.63460657689836,25368,50737
FedProx,16,4,highest_validation_average_precision,79,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_4/model_round_79_run_4.pt,minimum_recall,0.573513388633728,0.8,24662,15390,0.8242936172751745,0.41184642078021033,0.8190986158979664,0.4029235881069995,2828,6497,15336,707,0.360872395954538,0.8,0.7024229377547749,0.3032707774798928,0.43981337480559873,0.7512114688773874,5620,13450,30218,1449,0.3481960654223199,0.795020512095063,0.6919941375835852,0.2947037231253277,0.43000879911243733,0.7063484242268956,0.743507324839324,0.3080058624164148,0.20497948790493703,0.37585982616236674,308.0058624164148,25368,50737
FedProx,16,5,highest_validation_average_precision,80,result/splits_iid_scaling/splits_iid_16_clients.json/FedProx/bestPRROC/run_5/model_round_80_run_5.pt,mcc_optimal,0.6766676902770996,,24655,,0.8238048874408677,0.4093490451957324,0.8191445618039527,0.4066352038908285,2481,4791,17042,1054,0.36943730571737127,0.7018387553041019,0.7805615352906151,0.3411716171617162,0.45914684926436566,0.7412001452973584,4918,9855,33813,2151,0.35827883554505624,0.6957136794454661,0.7743198680956307,0.3329046232992622,0.4503250618075268,0.7633679563237874,0.7350167737705484,0.2256801319043693,0.30428632055453386,0.2911681810118848,225.68013190436932,25368,50737
